year,region,residence,metric,unit,value
2016,NORTH ASIA,South Korea,Free Access Attractions and Sites | Singapore Botanic Gardens,%,12.96668478788968
2016,NORTH ASIA,South Korea,Free Access Attractions and Sites | Raffles Hotel,%,4.94846915500399
2016,SOUTH ASIA,India,Major Attractions and Sites | Integrated Resort (MBS/RWS),%,49.72657300711335
2016,SOUTH ASIA,India,Major Attractions and Sites | Gardens by the Bay,%,31.44657908468935
2016,SOUTH ASIA,India,Major Attractions and Sites | Sentosa,%,33.78738152248652
2016,SOUTH ASIA,India,Major Attractions and Sites | Singapore Flyer/ Flight Experience,%,15.44897925601911
2016,SOUTH ASIA,India,Major Attractions and Sites | Singapore Zoo,%,13.41178502257053
2016,SOUTH ASIA,India,Major Attractions and Sites | Night Safari,%,12.42468296578855
2016,SOUTH ASIA,India,Major Attractions and Sites | River Wonders (formerly River Safari),%,8.020817434689405
2016,SOUTH ASIA,India,Major Attractions and Sites | Bird Paradise (formerly Jurong Bird Park),%,8.322590335495367
2016,SOUTH ASIA,India,Major Attractions and Sites | National Orchid Gardens,%,3.850259831194285
2016,SOUTH ASIA,India,Free Access Attractions and Sites | Orchard Road,%,32.28143076657709
2016,SOUTH ASIA,India,Free Access Attractions and Sites | Chinatown,%,14.74703385198003
2016,SOUTH ASIA,India,Free Access Attractions and Sites | Merlion Park,%,22.23480542848583
2016,SOUTH ASIA,India,Free Access Attractions and Sites | Little India,%,43.15199824168412
2016,SOUTH ASIA,India,Free Access Attractions and Sites | Esplanade Theatres by the Bay,%,15.74620362813206
2016,SOUTH ASIA,India,Free Access Attractions and Sites | Singapore River/ Clarke Quay/ Boat Quay,%,10.47057986639432
2016,SOUTH ASIA,India,Free Access Attractions and Sites | Singapore Botanic Gardens,%,8.741974058484354
2016,SOUTH ASIA,India,Free Access Attractions and Sites | Raffles Hotel,%,6.628493841983935
2016,EUROPE,France,Major Attractions and Sites | Integrated Resort (MBS/RWS),%,56.55884258843241
2016,EUROPE,France,Major Attractions and Sites | Gardens by the Bay,%,44.5498626538881
2016,EUROPE,France,Major Attractions and Sites | Sentosa,%,21.82509761196317
2016,EUROPE,France,Major Attractions and Sites | Singapore Flyer/ Flight Experience,%,26.2908818481603
2016,EUROPE,France,Major Attractions and Sites | Singapore Zoo,%,14.30513698704652
2016,EUROPE,France,Major Attractions and Sites | Night Safari,%,14.62697925188676
2016,EUROPE,France,Major Attractions and Sites | River Wonders (formerly River Safari),%,10.09983262970601
2016,EUROPE,France,Major Attractions and Sites | Bird Paradise (formerly Jurong Bird Park),%,6.280959906682322
2016,EUROPE,France,Major Attractions and Sites | National Orchid Gardens,%,4.275217411415269
2016,EUROPE,France,Free Access Attractions and Sites | Orchard Road,%,56.67007099587835
2016,EUROPE,France,Free Access Attractions and Sites | Chinatown,%,37.5325644920219
2016,EUROPE,France,Free Access Attractions and Sites | Merlion Park,%,36.14149051695334
2016,EUROPE,France,Free Access Attractions and Sites | Little India,%,28.51151144445463
2016,EUROPE,France,Free Access Attractions and Sites | Esplanade Theatres by the Bay,%,24.90388672921454
2016,EUROPE,France,Free Access Attractions and Sites | Singapore River/ Clarke Quay/ Boat Quay,%,41.65301678247868
2016,EUROPE,France,Free Access Attractions and Sites | Singapore Botanic Gardens,%,17.05135468722057
2016,EUROPE,France,Free Access Attractions and Sites | Raffles Hotel,%,17.52586302176112
2016,EUROPE,Germany,Major Attractions and Sites | Integrated Resort (MBS/RWS),%,44.57391290932402
2016,EUROPE,Germany,Major Attractions and Sites | Gardens by the Bay,%,42.02914994310282
2016,EUROPE,Germany,Major Attractions and Sites | Sentosa,%,23.5730105190853
2016,EUROPE,Germany,Major Attractions and Sites | Singapore Flyer/ Flight Experience,%,18.81985659054583
2016,EUROPE,Germany,Major Attractions and Sites | Singapore Zoo,%,13.87662239117118
2016,EUROPE,Germany,Major Attractions and Sites | Night Safari,%,8.058418669258916
2016,EUROPE,Germany,Major Attractions and Sites | River Wonders (formerly River Safari),%,7.411110303742713
2016,EUROPE,Germany,Major Attractions and Sites | Bird Paradise (formerly Jurong Bird Park),%,4.620122288681212
2016,EUROPE,Germany,Major Attractions and Sites | National Orchid Gardens,%,5.879255477275267
2016,EUROPE,Germany,Free Access Attractions and Sites | Orchard Road,%,50.05193792803736
2016,EUROPE,Germany,Free Access Attractions and Sites | Chinatown,%,42.19091687606035
2016,EUROPE,Germany,Free Access Attractions and Sites | Merlion Park,%,28.60782724071008
2016,EUROPE,Germany,Free Access Attractions and Sites | Little India,%,32.99187467786341
2016,EUROPE,Germany,Free Access Attractions and Sites | Esplanade Theatres by the Bay,%,19.7137305570565
2016,EUROPE,Germany,Free Access Attractions and Sites | Singapore River/ Clarke Quay/ Boat Quay,%,21.46202361149687
2016,EUROPE,Germany,Free Access Attractions and Sites | Singapore Botanic Gardens,%,16.27581690787751
2016,EUROPE,Germany,Free Access Attractions and Sites | Raffles Hotel,%,9.41251842992822
2016,EUROPE,Italy,Major Attractions and Sites | Integrated Resort (MBS/RWS),%,59.98040721204522
2016,EUROPE,Italy,Major Attractions and Sites | Gardens by the Bay,%,53.23004585980357
2016,EUROPE,Italy,Major Attractions and Sites | Sentosa,%,27.0553728998895
2016,EUROPE,Italy,Major Attractions and Sites | Singapore Flyer/ Flight Experience,%,21.7631354175007
2016,EUROPE,Italy,Major Attractions and Sites | Singapore Zoo,%,15.37006995544817
2016,EUROPE,Italy,Major Attractions and Sites | Night Safari,%,13.82940004536311
2016,EUROPE,Italy,Major Attractions and Sites | River Wonders (formerly River Safari),%,13.58823931876915
2016,EUROPE,Italy,Major Attractions and Sites | Bird Paradise (formerly Jurong Bird Park),%,2.479240382551663
2016,EUROPE,Italy,Major Attractions and Sites | National Orchid Gardens,%,5.288411207261793
2016,EUROPE,Italy,Free Access Attractions and Sites | Orchard Road,%,58.40393885906411
2016,EUROPE,Italy,Free Access Attractions and Sites | Chinatown,%,45.62360897183704
2016,EUROPE,Italy,Free Access Attractions and Sites | Merlion Park,%,31.44880745969082
2016,EUROPE,Italy,Free Access Attractions and Sites | Little India,%,32.30367432510703
2016,EUROPE,Italy,Free Access Attractions and Sites | Esplanade Theatres by the Bay,%,22.83073079372634
2016,EUROPE,Italy,Free Access Attractions and Sites | Singapore River/ Clarke Quay/ Boat Quay,%,31.14893034309342
2016,EUROPE,Italy,Free Access Attractions and Sites | Singapore Botanic Gardens,%,14.59538924486212
2016,EUROPE,Italy,Free Access Attractions and Sites | Raffles Hotel,%,8.938566142602577
2016,EUROPE,Netherlands,Major Attractions and Sites | Integrated Resort (MBS/RWS),%,51.58342920640298
2016,EUROPE,Netherlands,Major Attractions and Sites | Gardens by the Bay,%,53.41240488709438
2016,EUROPE,Netherlands,Major Attractions and Sites | Sentosa,%,28.91598852127983
2016,EUROPE,Netherlands,Major Attractions and Sites | Singapore Flyer/ Flight Experience,%,18.59134064438144
2016,EUROPE,Netherlands,Major Attractions and Sites | Singapore Zoo,%,12.36716182526407
2016,EUROPE,Netherlands,Major Attractions and Sites | Night Safari,%,9.613724007505756
2016,EUROPE,Netherlands,Major Attractions and Sites | River Wonders (formerly River Safari),%,8.378017075640912
2016,EUROPE,Netherlands,Major Attractions and Sites | Bird Paradise (formerly Jurong Bird Park),%,2.276914704310146
2016,EUROPE,Netherlands,Major Attractions and Sites | National Orchid Gardens,%,5.653641024937905
2016,EUROPE,Netherlands,Free Access Attractions and Sites | Orchard Road,%,64.38244387105362
2016,EUROPE,Netherlands,Free Access Attractions and Sites | Chinatown,%,48.19871372335502
2016,EUROPE,Netherlands,Free Access Attractions and Sites | Merlion Park,%,36.88221801809654
2016,EUROPE,Netherlands,Free Access Attractions and Sites | Little India,%,36.88366988857065
2016,EUROPE,Netherlands,Free Access Attractions and Sites | Esplanade Theatres by the Bay,%,28.37487449904815
2016,EUROPE,Netherlands,Free Access Attractions and Sites | Singapore River/ Clarke Quay/ Boat Quay,%,32.52881998938422
2016,EUROPE,Netherlands,Free Access Attractions and Sites | Singapore Botanic Gardens,%,19.69633443440541
2016,EUROPE,Netherlands,Free Access Attractions and Sites | Raffles Hotel,%,12.58139986096254
2016,EUROPE,Switzerland,Major Attractions and Sites | Integrated Resort (MBS/RWS),%,47.51955277820847
2016,EUROPE,Switzerland,Major Attractions and Sites | Gardens by the Bay,%,44.5275709339498
2016,EUROPE,Switzerland,Major Attractions and Sites | Sentosa,%,34.88761377041295
2016,EUROPE,Switzerland,Major Attractions and Sites | Singapore Flyer/ Flight Experience,%,29.99720047295554
2016,EUROPE,Switzerland,Major Attractions and Sites | Singapore Zoo,%,12.44432195949593
2016,EUROPE,Switzerland,Major Attractions and Sites | Night Safari,%,10.3145955240808
2016,EUROPE,Switzerland,Major Attractions and Sites | River Wonders (formerly River Safari),%,12.86641879348785
2016,EUROPE,Switzerland,Major Attractions and Sites | Bird Paradise (formerly Jurong Bird Park),%,3.887679547142729
2016,EUROPE,Switzerland,Major Attractions and Sites | National Orchid Gardens,%,6.396290743588112
2016,EUROPE,Switzerland,Free Access Attractions and Sites | Orchard Road,%,46.64381564338522
2016,EUROPE,Switzerland,Free Access Attractions and Sites | Chinatown,%,40.91759339130722
2016,EUROPE,Switzerland,Free Access Attractions and Sites | Merlion Park,%,35.45288561076667
2016,EUROPE,Switzerland,Free Access Attractions and Sites | Little India,%,32.63230505724412
2016,EUROPE,Switzerland,Free Access Attractions and Sites | Esplanade Theatres by the Bay,%,28.1054402331258
2016,EUROPE,Switzerland,Free Access Attractions and Sites | Singapore River/ Clarke Quay/ Boat Quay,%,22.04682373465269
2016,EUROPE,Switzerland,Free Access Attractions and Sites | Singapore Botanic Gardens,%,15.71327855061278
2016,EUROPE,Switzerland,Free Access Attractions and Sites | Raffles Hotel,%,11.79525983267505
2016,EUROPE,UK,Major Attractions and Sites | Integrated Resort (MBS/RWS),%,42.82056887439293
2016,EUROPE,UK,Major Attractions and Sites | Gardens by the Bay,%,48.52867318508659
2016,EUROPE,UK,Major Attractions and Sites | Sentosa,%,25.06360199940933
2016,EUROPE,UK,Major Attractions and Sites | Singapore Flyer/ Flight Experience,%,23.39758848521311
2016,EUROPE,UK,Major Attractions and Sites | Singapore Zoo,%,16.4910696914579
2016,EUROPE,UK,Major Attractions and Sites | Night Safari,%,11.97506412017295
2016,EUROPE,UK,Major Attractions and Sites | River Wonders (formerly River Safari),%,10.66322819718196
2016,EUROPE,UK,Major Attractions and Sites | Bird Paradise (formerly Jurong Bird Park),%,6.84183072038358
2016,EUROPE,UK,Major Attractions and Sites | National Orchid Gardens,%,8.416644199541443
2016,EUROPE,UK,Free Access Attractions and Sites | Orchard Road,%,51.86836680837602
2016,EUROPE,UK,Free Access Attractions and Sites | Chinatown,%,40.71253316298421
2016,EUROPE,UK,Free Access Attractions and Sites | Merlion Park,%,35.14807101140859
2016,EUROPE,UK,Free Access Attractions and Sites | Little India,%,31.65890860915492
2016,EUROPE,UK,Free Access Attractions and Sites | Esplanade Theatres by the Bay,%,27.77164770733373
2016,EUROPE,UK,Free Access Attractions and Sites | Singapore River/ Clarke Quay/ Boat Quay,%,31.63635094283615
2016,EUROPE,UK,Free Access Attractions and Sites | Singapore Botanic Gardens,%,20.9284572088638
2016,EUROPE,UK,Free Access Attractions and Sites | Raffles Hotel,%,20.29901549822754
2016,AMERICAS,Canada,Major Attractions and Sites | Integrated Resort (MBS/RWS),%,56.99262790850892
2016,AMERICAS,Canada,Major Attractions and Sites | Gardens by the Bay,%,53.38295437008597
2016,AMERICAS,Canada,Major Attractions and Sites | Sentosa,%,28.92076723306104
2016,AMERICAS,Canada,Major Attractions and Sites | Singapore Flyer/ Flight Experience,%,28.83558851315485
2016,AMERICAS,Canada,Major Attractions and Sites | Singapore Zoo,%,20.94511510886912
2016,AMERICAS,Canada,Major Attractions and Sites | Night Safari,%,10.43708690229841
2016,AMERICAS,Canada,Major Attractions and Sites | River Wonders (formerly River Safari),%,10.77013006295931
2016,AMERICAS,Canada,Major Attractions and Sites | Bird Paradise (formerly Jurong Bird Park),%,5.376947163073595
2016,AMERICAS,Canada,Major Attractions and Sites | National Orchid Gardens,%,8.880814337091023
2016,AMERICAS,Canada,Free Access Attractions and Sites | Orchard Road,%,58.49461672572904
2016,AMERICAS,Canada,Free Access Attractions and Sites | Chinatown,%,38.19624269272089
2016,AMERICAS,Canada,Free Access Attractions and Sites | Merlion Park,%,31.26210332228564
2016,AMERICAS,Canada,Free Access Attractions and Sites | Little India,%,30.14677091284181
2016,AMERICAS,Canada,Free Access Attractions and Sites | Esplanade Theatres by the Bay,%,27.39586928040169
2016,AMERICAS,Canada,Free Access Attractions and Sites | Singapore River/ Clarke Quay/ Boat Quay,%,31.91828188324057
2016,AMERICAS,Canada,Free Access Attractions and Sites | Singapore Botanic Gardens,%,22.94033740089971
2016,AMERICAS,Canada,Free Access Attractions and Sites | Raffles Hotel,%,13.99980309802105
2016,AMERICAS,USA,Major Attractions and Sites | Integrated Resort (MBS/RWS),%,44.53754870821507
2016,AMERICAS,USA,Major Attractions and Sites | Gardens by the Bay,%,46.57326821078906
2016,AMERICAS,USA,Major Attractions and Sites | Sentosa,%,26.08432506560908
2016,AMERICAS,USA,Major Attractions and Sites | Singapore Flyer/ Flight Experience,%,21.42739204276672
2016,AMERICAS,USA,Major Attractions and Sites | Singapore Zoo,%,14.23903125925553
2016,AMERICAS,USA,Major Attractions and Sites | Night Safari,%,9.333053719729632
2016,AMERICAS,USA,Major Attractions and Sites | River Wonders (formerly River Safari),%,10.50295723111915
2016,AMERICAS,USA,Major Attractions and Sites | Bird Paradise (formerly Jurong Bird Park),%,7.639933444092661
2016,AMERICAS,USA,Major Attractions and Sites | National Orchid Gardens,%,5.606976626232807
2016,AMERICAS,USA,Free Access Attractions and Sites | Orchard Road,%,54.40522936484309
2016,AMERICAS,USA,Free Access Attractions and Sites | Chinatown,%,38.14963580442853
2016,AMERICAS,USA,Free Access Attractions and Sites | Merlion Park,%,31.72047171606454
2016,AMERICAS,USA,Free Access Attractions and Sites | Little India,%,28.82511409603801
2016,AMERICAS,USA,Free Access Attractions and Sites | Esplanade Theatres by the Bay,%,22.84586853470182
2016,AMERICAS,USA,Free Access Attractions and Sites | Singapore River/ Clarke Quay/ Boat Quay,%,28.50965077339922
2016,AMERICAS,USA,Free Access Attractions and Sites | Singapore Botanic Gardens,%,16.20908374968278
2016,AMERICAS,USA,Free Access Attractions and Sites | Raffles Hotel,%,14.32113974836777
2016,OCEANIA,Australia,Major Attractions and Sites | Integrated Resort (MBS/RWS),%,52.3680090439366
2016,OCEANIA,Australia,Major Attractions and Sites | Gardens by the Bay,%,45.03939816237038
2016,OCEANIA,Australia,Major Attractions and Sites | Sentosa,%,25.70890567322191
2016,OCEANIA,Australia,Major Attractions and Sites | Singapore Flyer/ Flight Experience,%,18.9005531754385
2016,OCEANIA,Australia,Major Attractions and Sites | Singapore Zoo,%,16.25910285574076
2016,OCEANIA,Australia,Major Attractions and Sites | Night Safari,%,12.48190421421356
2016,OCEANIA,Australia,Major Attractions and Sites | River Wonders (formerly River Safari),%,10.14553053941271
2016,OCEANIA,Australia,Major Attractions and Sites | Bird Paradise (formerly Jurong Bird Park),%,7.869404696194039
2016,OCEANIA,Australia,Major Attractions and Sites | National Orchid Gardens,%,4.834666247425471
2016,OCEANIA,Australia,Free Access Attractions and Sites | Orchard Road,%,56.52641878648296
2016,OCEANIA,Australia,Free Access Attractions and Sites | Chinatown,%,35.14564492864871
2016,OCEANIA,Australia,Free Access Attractions and Sites | Merlion Park,%,27.4219525312547
2016,OCEANIA,Australia,Free Access Attractions and Sites | Little India,%,26.50800305533481
2016,OCEANIA,Australia,Free Access Attractions and Sites | Esplanade Theatres by the Bay,%,18.2724635320964
2016,OCEANIA,Australia,Free Access Attractions and Sites | Singapore River/ Clarke Quay/ Boat Quay,%,28.50879591597191
2016,OCEANIA,Australia,Free Access Attractions and Sites | Singapore Botanic Gardens,%,16.79968839429332
2016,OCEANIA,Australia,Free Access Attractions and Sites | Raffles Hotel,%,11.96537179892972
2016,OCEANIA,New Zealand,Major Attractions and Sites | Integrated Resort (MBS/RWS),%,51.10844365414845
2016,OCEANIA,New Zealand,Major Attractions and Sites | Gardens by the Bay,%,58.11806935404175
2016,OCEANIA,New Zealand,Major Attractions and Sites | Sentosa,%,27.30583719399013
2016,OCEANIA,New Zealand,Major Attractions and Sites | Singapore Flyer/ Flight Experience,%,30.01423226146802
2016,OCEANIA,New Zealand,Major Attractions and Sites | Singapore Zoo,%,16.63629644193201
2016,OCEANIA,New Zealand,Major Attractions and Sites | Night Safari,%,12.60085531569246
2016,OCEANIA,New Zealand,Major Attractions and Sites | River Wonders (formerly River Safari),%,13.64909139505021
2016,OCEANIA,New Zealand,Major Attractions and Sites | Bird Paradise (formerly Jurong Bird Park),%,7.523212397046558
2016,OCEANIA,New Zealand,Major Attractions and Sites | National Orchid Gardens,%,3.41004961907618
2016,OCEANIA,New Zealand,Free Access Attractions and Sites | Orchard Road,%,66.60206896908235
2016,OCEANIA,New Zealand,Free Access Attractions and Sites | Chinatown,%,34.22117257422912
2016,OCEANIA,New Zealand,Free Access Attractions and Sites | Merlion Park,%,37.17046632216685
2016,OCEANIA,New Zealand,Free Access Attractions and Sites | Little India,%,22.62332255771614
2016,OCEANIA,New Zealand,Free Access Attractions and Sites | Esplanade Theatres by the Bay,%,28.16158364113759
2016,OCEANIA,New Zealand,Free Access Attractions and Sites | Singapore River/ Clarke Quay/ Boat Quay,%,27.60029808787576
2016,OCEANIA,New Zealand,Free Access Attractions and Sites | Singapore Botanic Gardens,%,14.29525901366246
2016,OCEANIA,New Zealand,Free Access Attractions and Sites | Raffles Hotel,%,10.29984706980391
2016,AFRICA,South Africa (Rep of),Major Attractions and Sites | Integrated Resort (MBS/RWS),%,62.0595349622546
2016,AFRICA,South Africa (Rep of),Major Attractions and Sites | Gardens by the Bay,%,50.96204186695585
2016,AFRICA,South Africa (Rep of),Major Attractions and Sites | Sentosa,%,33.2780370578674
2016,AFRICA,South Africa (Rep of),Major Attractions and Sites | Singapore Flyer/ Flight Experience,%,17.74172889591968
2016,AFRICA,South Africa (Rep of),Major Attractions and Sites | Singapore Zoo,%,7.07466754100588
2016,AFRICA,South Africa (Rep of),Major Attractions and Sites | Night Safari,%,13.62079726285602
2016,AFRICA,South Africa (Rep of),Major Attractions and Sites | River Wonders (formerly River Safari),%,9.049354535733167
2016,AFRICA,South Africa (Rep of),Major Attractions and Sites | Bird Paradise (formerly Jurong Bird Park),%,5.218550273355304
2016,AFRICA,South Africa (Rep of),Major Attractions and Sites | National Orchid Gardens,%,3.268135177132505
2016,AFRICA,South Africa (Rep of),Free Access Attractions and Sites | Orchard Road,%,61.28728015285458
2016,AFRICA,South Africa (Rep of),Free Access Attractions and Sites | Chinatown,%,44.58234061597773
2016,AFRICA,South Africa (Rep of),Free Access Attractions and Sites | Merlion Park,%,39.80942396236333
2016,AFRICA,South Africa (Rep of),Free Access Attractions and Sites | Little India,%,40.46300010727978
2016,AFRICA,South Africa (Rep of),Free Access Attractions and Sites | Esplanade Theatres by the Bay,%,19.90432199542063
2016,AFRICA,South Africa (Rep of),Free Access Attractions and Sites | Singapore River/ Clarke Quay/ Boat Quay,%,36.1395008011942
2016,AFRICA,South Africa (Rep of),Free Access Attractions and Sites | Singapore Botanic Gardens,%,18.87689356357231
2016,AFRICA,South Africa (Rep of),Free Access Attractions and Sites | Raffles Hotel,%,11.71546814388817
2016,REMAINING,Others,Major Attractions and Sites | Integrated Resort (MBS/RWS),%,52.98723338541863
2016,REMAINING,Others,Major Attractions and Sites | Gardens by the Bay,%,41.40221751481966
2016,REMAINING,Others,Major Attractions and Sites | Sentosa,%,28.01319972703837
2016,REMAINING,Others,Major Attractions and Sites | Singapore Flyer/ Flight Experience,%,19.0853763759285
2016,REMAINING,Others,Major Attractions and Sites | Singapore Zoo,%,14.90374905643657
2016,REMAINING,Others,Major Attractions and Sites | Night Safari,%,11.91704123811107
2016,REMAINING,Others,Major Attractions and Sites | River Wonders (formerly River Safari),%,10.98453251404871
2016,REMAINING,Others,Major Attractions and Sites | Bird Paradise (formerly Jurong Bird Park),%,5.499555729192353
2016,REMAINING,Others,Major Attractions and Sites | National Orchid Gardens,%,4.819955962780653
2016,REMAINING,Others,Free Access Attractions and Sites | Orchard Road,%,47.07106542242904
2016,REMAINING,Others,Free Access Attractions and Sites | Chinatown,%,32.05361337963458
2016,REMAINING,Others,Free Access Attractions and Sites | Merlion Park,%,26.14961650993998
2016,REMAINING,Others,Free Access Attractions and Sites | Little India,%,30.78565505234022
2016,REMAINING,Others,Free Access Attractions and Sites | Esplanade Theatres by the Bay,%,16.97531973400445
2016,REMAINING,Others,Free Access Attractions and Sites | Singapore River/ Clarke Quay/ Boat Quay,%,20.49760219579568
2016,REMAINING,Others,Free Access Attractions and Sites | Singapore Botanic Gardens,%,12.72185004261823
2016,REMAINING,Others,Free Access Attractions and Sites | Raffles Hotel,%,8.889059307116307
2015,SOUTHEAST ASIA,Indonesia,Major Attractions and Sites | Integrated Resort (MBS/RWS),%,27.46745149560577
2015,SOUTHEAST ASIA,Indonesia,Major Attractions and Sites | Gardens by the Bay,%,16.08974093567748
2015,SOUTHEAST ASIA,Indonesia,Major Attractions and Sites | Sentosa,%,11.53199961297003
2015,SOUTHEAST ASIA,Indonesia,Major Attractions and Sites | Singapore Flyer/ Flight Experience,%,3.678206788181531
2015,SOUTHEAST ASIA,Indonesia,Major Attractions and Sites | Singapore Zoo,%,2.132759329777917
2015,SOUTHEAST ASIA,Indonesia,Major Attractions and Sites | Night Safari,%,1.616283124775036
2015,SOUTHEAST ASIA,Indonesia,Major Attractions and Sites | River Wonders (formerly River Safari),%,1.018681317029465
2015,SOUTHEAST ASIA,Indonesia,Major Attractions and Sites | Bird Paradise (formerly Jurong Bird Park),%,0.8819170294010004
2015,SOUTHEAST ASIA,Indonesia,Major Attractions and Sites | National Orchid Gardens,%,1.136367472789238
2015,SOUTHEAST ASIA,Indonesia,Free Access Attractions and Sites | Orchard Road,%,48.9114128279368
2015,SOUTHEAST ASIA,Indonesia,Free Access Attractions and Sites | Chinatown,%,30.29595261368087
2015,SOUTHEAST ASIA,Indonesia,Free Access Attractions and Sites | Merlion Park,%,16.39107890885289
2015,SOUTHEAST ASIA,Indonesia,Free Access Attractions and Sites | Little India,%,18.70978260407329
2015,SOUTHEAST ASIA,Indonesia,Free Access Attractions and Sites | Esplanade Theatres by the Bay,%,4.01388179818078
2015,SOUTHEAST ASIA,Indonesia,Free Access Attractions and Sites | Singapore River/ Clarke Quay/ Boat Quay,%,6.539086560760151
2015,SOUTHEAST ASIA,Indonesia,Free Access Attractions and Sites | Singapore Botanic Gardens,%,2.522854112007425
2015,SOUTHEAST ASIA,Indonesia,Free Access Attractions and Sites | Raffles Hotel,%,2.017088799286618
2015,SOUTHEAST ASIA,Malaysia,Major Attractions and Sites | Integrated Resort (MBS/RWS),%,16.63887219911884
2015,SOUTHEAST ASIA,Malaysia,Major Attractions and Sites | Gardens by the Bay,%,7.147036209337741
2015,SOUTHEAST ASIA,Malaysia,Major Attractions and Sites | Sentosa,%,4.279682157880702
2015,SOUTHEAST ASIA,Malaysia,Major Attractions and Sites | Singapore Flyer/ Flight Experience,%,2.17788493625082
2015,SOUTHEAST ASIA,Malaysia,Major Attractions and Sites | Singapore Zoo,%,1.805574535193726
2015,SOUTHEAST ASIA,Malaysia,Major Attractions and Sites | Night Safari,%,0.6377080537393301
2015,SOUTHEAST ASIA,Malaysia,Major Attractions and Sites | River Wonders (formerly River Safari),%,0.5820076987250915
2015,SOUTHEAST ASIA,Malaysia,Major Attractions and Sites | National Orchid Gardens,%,0.7517917886988491
2015,SOUTHEAST ASIA,Malaysia,Free Access Attractions and Sites | Orchard Road,%,23.44716274149746
2015,SOUTHEAST ASIA,Malaysia,Free Access Attractions and Sites | Chinatown,%,17.24601948850371
2015,SOUTHEAST ASIA,Malaysia,Free Access Attractions and Sites | Merlion Park,%,4.128247085490742
2015,SOUTHEAST ASIA,Malaysia,Free Access Attractions and Sites | Little India,%,8.296594689637681
2015,SOUTHEAST ASIA,Malaysia,Free Access Attractions and Sites | Esplanade Theatres by the Bay,%,1.713426819731485
2015,SOUTHEAST ASIA,Malaysia,Free Access Attractions and Sites | Singapore River/ Clarke Quay/ Boat Quay,%,4.589098222333596
2015,SOUTHEAST ASIA,Malaysia,Free Access Attractions and Sites | Singapore Botanic Gardens,%,1.38303138987865
2015,SOUTHEAST ASIA,Malaysia,Free Access Attractions and Sites | Raffles Hotel,%,0.9256181525386408
2015,SOUTHEAST ASIA,Philippines,Major Attractions and Sites | Integrated Resort (MBS/RWS),%,42.60819493851914
2015,SOUTHEAST ASIA,Philippines,Major Attractions and Sites | Gardens by the Bay,%,28.7196789764663
2015,SOUTHEAST ASIA,Philippines,Major Attractions and Sites | Sentosa,%,22.65842508816087
2015,SOUTHEAST ASIA,Philippines,Major Attractions and Sites | Singapore Flyer/ Flight Experience,%,5.835609815005202
2015,SOUTHEAST ASIA,Philippines,Major Attractions and Sites | Singapore Zoo,%,4.900204604860181
2015,SOUTHEAST ASIA,Philippines,Major Attractions and Sites | Night Safari,%,3.948200770358208
2015,SOUTHEAST ASIA,Philippines,Major Attractions and Sites | River Wonders (formerly River Safari),%,1.434764330566533
2015,SOUTHEAST ASIA,Philippines,Major Attractions and Sites | Bird Paradise (formerly Jurong Bird Park),%,2.237750788896762
2015,SOUTHEAST ASIA,Philippines,Major Attractions and Sites | National Orchid Gardens,%,4.542253668043845
2015,SOUTHEAST ASIA,Philippines,Free Access Attractions and Sites | Orchard Road,%,53.94157730127323
2015,SOUTHEAST ASIA,Philippines,Free Access Attractions and Sites | Chinatown,%,34.3277686360256
2015,SOUTHEAST ASIA,Philippines,Free Access Attractions and Sites | Merlion Park,%,20.6417661486787
2015,SOUTHEAST ASIA,Philippines,Free Access Attractions and Sites | Little India,%,22.72812362058215
2015,SOUTHEAST ASIA,Philippines,Free Access Attractions and Sites | Esplanade Theatres by the Bay,%,7.157101117784282
2015,SOUTHEAST ASIA,Philippines,Free Access Attractions and Sites | Singapore River/ Clarke Quay/ Boat Quay,%,11.52685130058017
2015,SOUTHEAST ASIA,Philippines,Free Access Attractions and Sites | Singapore Botanic Gardens,%,7.718492613747252
2015,SOUTHEAST ASIA,Philippines,Free Access Attractions and Sites | Raffles Hotel,%,4.040750202122699
2015,SOUTHEAST ASIA,Thailand,Major Attractions and Sites | Integrated Resort (MBS/RWS),%,33.05843130718247
2015,SOUTHEAST ASIA,Thailand,Major Attractions and Sites | Gardens by the Bay,%,18.58423643816658
2015,SOUTHEAST ASIA,Thailand,Major Attractions and Sites | Sentosa,%,13.03504018651965
2015,SOUTHEAST ASIA,Thailand,Major Attractions and Sites | Singapore Flyer/ Flight Experience,%,10.01338939020479
2015,SOUTHEAST ASIA,Thailand,Major Attractions and Sites | Singapore Zoo,%,2.437946491357489
2015,SOUTHEAST ASIA,Thailand,Major Attractions and Sites | Night Safari,%,2.880020502107264
2015,SOUTHEAST ASIA,Thailand,Major Attractions and Sites | River Wonders (formerly River Safari),%,1.43295768681863
2015,SOUTHEAST ASIA,Thailand,Major Attractions and Sites | Bird Paradise (formerly Jurong Bird Park),%,1.60839642092264
2015,SOUTHEAST ASIA,Thailand,Major Attractions and Sites | National Orchid Gardens,%,1.085929136483296
2015,SOUTHEAST ASIA,Thailand,Free Access Attractions and Sites | Orchard Road,%,51.93843825125526
2015,SOUTHEAST ASIA,Thailand,Free Access Attractions and Sites | Chinatown,%,38.86935623699408
2015,SOUTHEAST ASIA,Thailand,Free Access Attractions and Sites | Merlion Park,%,20.62486204705065
2015,SOUTHEAST ASIA,Thailand,Free Access Attractions and Sites | Little India,%,19.21774293235021
