year,region,residence,metric,unit,value
2019,SOUTHEAST ASIA,Vietnam,Major Attractions and Sites | National Orchid Gardens,%,3.9446368391438
2019,SOUTHEAST ASIA,Vietnam,Free Access Attractions and Sites | Orchard Road,%,45.49258457251339
2019,SOUTHEAST ASIA,Vietnam,Free Access Attractions and Sites | Chinatown,%,60.48284887858699
2019,SOUTHEAST ASIA,Vietnam,Free Access Attractions and Sites | Merlion Park,%,50.38250500109223
2019,SOUTHEAST ASIA,Vietnam,Free Access Attractions and Sites | Little India,%,26.24826461557151
2019,SOUTHEAST ASIA,Vietnam,Free Access Attractions and Sites | Esplanade Theatres by the Bay,%,13.70985418306914
2019,SOUTHEAST ASIA,Vietnam,Free Access Attractions and Sites | Singapore River/ Clarke Quay/ Boat Quay,%,30.86309899354683
2019,SOUTHEAST ASIA,Vietnam,Free Access Attractions and Sites | Singapore Botanic Gardens,%,15.17535381437545
2019,SOUTHEAST ASIA,Vietnam,Free Access Attractions and Sites | Raffles Hotel,%,4.365516838016815
2019,GREATER CHINA,China,Major Attractions and Sites | Integrated Resort (MBS/RWS),%,64.22631348644646
2019,GREATER CHINA,China,Major Attractions and Sites | Gardens by the Bay,%,61.72691235652542
2019,GREATER CHINA,China,Major Attractions and Sites | Sentosa,%,30.92203242640664
2019,GREATER CHINA,China,Major Attractions and Sites | Singapore Flyer/ Flight Experience,%,15.11268180485502
2019,GREATER CHINA,China,Major Attractions and Sites | Singapore Zoo,%,10.5650295694148
2019,GREATER CHINA,China,Major Attractions and Sites | Night Safari,%,5.884504002720796
2019,GREATER CHINA,China,Major Attractions and Sites | River Wonders (formerly River Safari),%,4.349574422064617
2019,GREATER CHINA,China,Major Attractions and Sites | Bird Paradise (formerly Jurong Bird Park),%,2.118335721708686
2019,GREATER CHINA,China,Major Attractions and Sites | National Orchid Gardens,%,2.675301368026421
2019,GREATER CHINA,China,Free Access Attractions and Sites | Orchard Road,%,49.66150165277947
2019,GREATER CHINA,China,Free Access Attractions and Sites | Chinatown,%,44.88972034521705
2019,GREATER CHINA,China,Free Access Attractions and Sites | Merlion Park,%,62.74740905193423
2019,GREATER CHINA,China,Free Access Attractions and Sites | Little India,%,19.90618912023344
2019,GREATER CHINA,China,Free Access Attractions and Sites | Esplanade Theatres by the Bay,%,9.548596253184286
2019,GREATER CHINA,China,Free Access Attractions and Sites | Singapore River/ Clarke Quay/ Boat Quay,%,18.88475431697517
2019,GREATER CHINA,China,Free Access Attractions and Sites | Singapore Botanic Gardens,%,11.4333412723065
2019,GREATER CHINA,China,Free Access Attractions and Sites | Raffles Hotel,%,2.892738708584708
2019,GREATER CHINA,Hong Kong SAR,Major Attractions and Sites | Integrated Resort (MBS/RWS),%,49.09440519009651
2019,GREATER CHINA,Hong Kong SAR,Major Attractions and Sites | Gardens by the Bay,%,50.39564945484747
2019,GREATER CHINA,Hong Kong SAR,Major Attractions and Sites | Sentosa,%,25.87587328044809
2019,GREATER CHINA,Hong Kong SAR,Major Attractions and Sites | Singapore Flyer/ Flight Experience,%,10.31154591339282
2019,GREATER CHINA,Hong Kong SAR,Major Attractions and Sites | Singapore Zoo,%,7.739829182978158
2019,GREATER CHINA,Hong Kong SAR,Major Attractions and Sites | Night Safari,%,6.615232495439138
2019,GREATER CHINA,Hong Kong SAR,Major Attractions and Sites | River Wonders (formerly River Safari),%,3.607747963666156
2019,GREATER CHINA,Hong Kong SAR,Major Attractions and Sites | Bird Paradise (formerly Jurong Bird Park),%,1.816364305761061
2019,GREATER CHINA,Hong Kong SAR,Major Attractions and Sites | National Orchid Gardens,%,3.984490943546073
2019,GREATER CHINA,Hong Kong SAR,Free Access Attractions and Sites | Orchard Road,%,36.54483225632874
2019,GREATER CHINA,Hong Kong SAR,Free Access Attractions and Sites | Chinatown,%,52.00571597131462
2019,GREATER CHINA,Hong Kong SAR,Free Access Attractions and Sites | Merlion Park,%,33.40311611347699
2019,GREATER CHINA,Hong Kong SAR,Free Access Attractions and Sites | Little India,%,27.08142930801305
2019,GREATER CHINA,Hong Kong SAR,Free Access Attractions and Sites | Esplanade Theatres by the Bay,%,10.40620821830144
2019,GREATER CHINA,Hong Kong SAR,Free Access Attractions and Sites | Singapore River/ Clarke Quay/ Boat Quay,%,25.97557852297195
2019,GREATER CHINA,Hong Kong SAR,Free Access Attractions and Sites | Singapore Botanic Gardens,%,11.44190171527429
2019,GREATER CHINA,Hong Kong SAR,Free Access Attractions and Sites | Raffles Hotel,%,5.504152039935092
2019,GREATER CHINA,Taiwan,Major Attractions and Sites | Integrated Resort (MBS/RWS),%,51.22930544012669
2019,GREATER CHINA,Taiwan,Major Attractions and Sites | Gardens by the Bay,%,53.03853885466217
2019,GREATER CHINA,Taiwan,Major Attractions and Sites | Sentosa,%,28.50054348987695
2019,GREATER CHINA,Taiwan,Major Attractions and Sites | Singapore Flyer/ Flight Experience,%,12.29729997786793
2019,GREATER CHINA,Taiwan,Major Attractions and Sites | Singapore Zoo,%,10.66633958590798
2019,GREATER CHINA,Taiwan,Major Attractions and Sites | Night Safari,%,12.00320712831353
2019,GREATER CHINA,Taiwan,Major Attractions and Sites | River Wonders (formerly River Safari),%,4.155735082316546
2019,GREATER CHINA,Taiwan,Major Attractions and Sites | Bird Paradise (formerly Jurong Bird Park),%,2.479353874647853
2019,GREATER CHINA,Taiwan,Major Attractions and Sites | National Orchid Gardens,%,2.909198217756637
2019,GREATER CHINA,Taiwan,Free Access Attractions and Sites | Orchard Road,%,36.36927800856986
2019,GREATER CHINA,Taiwan,Free Access Attractions and Sites | Chinatown,%,53.68022767753659
2019,GREATER CHINA,Taiwan,Free Access Attractions and Sites | Merlion Park,%,39.26363985809785
2019,GREATER CHINA,Taiwan,Free Access Attractions and Sites | Little India,%,35.76776066424751
2019,GREATER CHINA,Taiwan,Free Access Attractions and Sites | Esplanade Theatres by the Bay,%,12.11440493622308
2019,GREATER CHINA,Taiwan,Free Access Attractions and Sites | Singapore River/ Clarke Quay/ Boat Quay,%,27.27652522621819
2019,GREATER CHINA,Taiwan,Free Access Attractions and Sites | Singapore Botanic Gardens,%,8.761345972532743
2019,GREATER CHINA,Taiwan,Free Access Attractions and Sites | Raffles Hotel,%,4.919781824108139
2019,NORTH ASIA,Japan,Major Attractions and Sites | Integrated Resort (MBS/RWS),%,52.35316577501498
2019,NORTH ASIA,Japan,Major Attractions and Sites | Gardens by the Bay,%,55.55472130193082
2019,NORTH ASIA,Japan,Major Attractions and Sites | Sentosa,%,33.29847506587747
2019,NORTH ASIA,Japan,Major Attractions and Sites | Singapore Flyer/ Flight Experience,%,12.54729651357184
2019,NORTH ASIA,Japan,Major Attractions and Sites | Singapore Zoo,%,13.14737770141024
2019,NORTH ASIA,Japan,Major Attractions and Sites | Night Safari,%,12.31322428268937
2019,NORTH ASIA,Japan,Major Attractions and Sites | River Wonders (formerly River Safari),%,7.051455291073121
2019,NORTH ASIA,Japan,Major Attractions and Sites | Bird Paradise (formerly Jurong Bird Park),%,2.529265777015735
2019,NORTH ASIA,Japan,Major Attractions and Sites | National Orchid Gardens,%,9.739655945176276
2019,NORTH ASIA,Japan,Free Access Attractions and Sites | Orchard Road,%,48.64773819383056
2019,NORTH ASIA,Japan,Free Access Attractions and Sites | Chinatown,%,50.81328972847298
2019,NORTH ASIA,Japan,Free Access Attractions and Sites | Merlion Park,%,49.68454694543166
2019,NORTH ASIA,Japan,Free Access Attractions and Sites | Little India,%,38.34224622825499
2019,NORTH ASIA,Japan,Free Access Attractions and Sites | Esplanade Theatres by the Bay,%,10.11056155281691
2019,NORTH ASIA,Japan,Free Access Attractions and Sites | Singapore River/ Clarke Quay/ Boat Quay,%,23.31783924212208
2019,NORTH ASIA,Japan,Free Access Attractions and Sites | Singapore Botanic Gardens,%,24.35501893341261
2019,NORTH ASIA,Japan,Free Access Attractions and Sites | Raffles Hotel,%,11.71759027305819
2019,NORTH ASIA,South Korea,Major Attractions and Sites | Integrated Resort (MBS/RWS),%,58.44264672451536
2019,NORTH ASIA,South Korea,Major Attractions and Sites | Gardens by the Bay,%,67.06844509383833
2019,NORTH ASIA,South Korea,Major Attractions and Sites | Sentosa,%,45.26731723070644
2019,NORTH ASIA,South Korea,Major Attractions and Sites | Singapore Flyer/ Flight Experience,%,18.61888461246656
2019,NORTH ASIA,South Korea,Major Attractions and Sites | Singapore Zoo,%,9.056781726499551
2019,NORTH ASIA,South Korea,Major Attractions and Sites | Night Safari,%,7.370856088790546
2019,NORTH ASIA,South Korea,Major Attractions and Sites | River Wonders (formerly River Safari),%,7.269924353472626
2019,NORTH ASIA,South Korea,Major Attractions and Sites | Bird Paradise (formerly Jurong Bird Park),%,15.83995213890584
2019,NORTH ASIA,South Korea,Major Attractions and Sites | National Orchid Gardens,%,12.50568901260146
2019,NORTH ASIA,South Korea,Free Access Attractions and Sites | Orchard Road,%,41.81030292695245
2019,NORTH ASIA,South Korea,Free Access Attractions and Sites | Chinatown,%,60.44528851141926
2019,NORTH ASIA,South Korea,Free Access Attractions and Sites | Merlion Park,%,57.33126261718562
2019,NORTH ASIA,South Korea,Free Access Attractions and Sites | Little India,%,44.47018876628919
2019,NORTH ASIA,South Korea,Free Access Attractions and Sites | Esplanade Theatres by the Bay,%,10.06010794517687
2019,NORTH ASIA,South Korea,Free Access Attractions and Sites | Singapore River/ Clarke Quay/ Boat Quay,%,36.98174543050244
2019,NORTH ASIA,South Korea,Free Access Attractions and Sites | Singapore Botanic Gardens,%,35.20916100233411
2019,NORTH ASIA,South Korea,Free Access Attractions and Sites | Raffles Hotel,%,8.158675959963164
2019,SOUTH ASIA,India,Major Attractions and Sites | Integrated Resort (MBS/RWS),%,54.97338135672646
2019,SOUTH ASIA,India,Major Attractions and Sites | Gardens by the Bay,%,54.35050461900486
2019,SOUTH ASIA,India,Major Attractions and Sites | Sentosa,%,47.32587955758189
2019,SOUTH ASIA,India,Major Attractions and Sites | Singapore Flyer/ Flight Experience,%,26.98219683528037
2019,SOUTH ASIA,India,Major Attractions and Sites | Singapore Zoo,%,22.52900512199276
2019,SOUTH ASIA,India,Major Attractions and Sites | Night Safari,%,20.80151806683251
2019,SOUTH ASIA,India,Major Attractions and Sites | River Wonders (formerly River Safari),%,9.345118751517695
2019,SOUTH ASIA,India,Major Attractions and Sites | Bird Paradise (formerly Jurong Bird Park),%,12.36461057169969
2019,SOUTH ASIA,India,Major Attractions and Sites | National Orchid Gardens,%,4.847212024173762
2019,SOUTH ASIA,India,Free Access Attractions and Sites | Orchard Road,%,20.9113075456437
2019,SOUTH ASIA,India,Free Access Attractions and Sites | Chinatown,%,33.42787332175686
2019,SOUTH ASIA,India,Free Access Attractions and Sites | Merlion Park,%,36.95180689701969
2019,SOUTH ASIA,India,Free Access Attractions and Sites | Little India,%,66.35390038447193
2019,SOUTH ASIA,India,Free Access Attractions and Sites | Esplanade Theatres by the Bay,%,10.15310194141977
2019,SOUTH ASIA,India,Free Access Attractions and Sites | Singapore River/ Clarke Quay/ Boat Quay,%,20.37779669401695
2019,SOUTH ASIA,India,Free Access Attractions and Sites | Singapore Botanic Gardens,%,13.09161025764961
2019,SOUTH ASIA,India,Free Access Attractions and Sites | Raffles Hotel,%,6.186609778829185
2019,EUROPE,France,Major Attractions and Sites | Integrated Resort (MBS/RWS),%,42.62227640734754
2019,EUROPE,France,Major Attractions and Sites | Gardens by the Bay,%,55.64252141051499
2019,EUROPE,France,Major Attractions and Sites | Sentosa,%,20.74301223866389
2019,EUROPE,France,Major Attractions and Sites | Singapore Flyer/ Flight Experience,%,5.902860047474638
2019,EUROPE,France,Major Attractions and Sites | Singapore Zoo,%,4.965774866068656
2019,EUROPE,France,Major Attractions and Sites | Night Safari,%,5.232022090428899
2019,EUROPE,France,Major Attractions and Sites | River Wonders (formerly River Safari),%,3.220389711172165
2019,EUROPE,France,Major Attractions and Sites | Bird Paradise (formerly Jurong Bird Park),%,1.604859132173216
2019,EUROPE,France,Major Attractions and Sites | National Orchid Gardens,%,8.9487793435303
2019,EUROPE,France,Free Access Attractions and Sites | Orchard Road,%,35.06101716517975
2019,EUROPE,France,Free Access Attractions and Sites | Chinatown,%,60.32018669256571
2019,EUROPE,France,Free Access Attractions and Sites | Merlion Park,%,37.01709739185475
2019,EUROPE,France,Free Access Attractions and Sites | Little India,%,48.42532338981817
2019,EUROPE,France,Free Access Attractions and Sites | Esplanade Theatres by the Bay,%,18.86747403151905
2019,EUROPE,France,Free Access Attractions and Sites | Singapore River/ Clarke Quay/ Boat Quay,%,40.70852972660219
2019,EUROPE,France,Free Access Attractions and Sites | Singapore Botanic Gardens,%,31.60999495897338
2019,EUROPE,France,Free Access Attractions and Sites | Raffles Hotel,%,10.47713274740132
2019,EUROPE,Germany,Major Attractions and Sites | Integrated Resort (MBS/RWS),%,47.53793208439394
2019,EUROPE,Germany,Major Attractions and Sites | Gardens by the Bay,%,63.78388420544851
2019,EUROPE,Germany,Major Attractions and Sites | Sentosa,%,20.77547376292707
2019,EUROPE,Germany,Major Attractions and Sites | Singapore Flyer/ Flight Experience,%,12.6322769397008
2019,EUROPE,Germany,Major Attractions and Sites | Singapore Zoo,%,8.233038916989498
2019,EUROPE,Germany,Major Attractions and Sites | Night Safari,%,5.318691485288816
2019,EUROPE,Germany,Major Attractions and Sites | River Wonders (formerly River Safari),%,4.683682552655638
2019,EUROPE,Germany,Major Attractions and Sites | Bird Paradise (formerly Jurong Bird Park),%,1.887220868336408
2019,EUROPE,Germany,Major Attractions and Sites | National Orchid Gardens,%,10.80874989172986
2019,EUROPE,Germany,Free Access Attractions and Sites | Orchard Road,%,38.28859154485753
2019,EUROPE,Germany,Free Access Attractions and Sites | Chinatown,%,63.13659957704764
2019,EUROPE,Germany,Free Access Attractions and Sites | Merlion Park,%,34.70885587945457
2019,EUROPE,Germany,Free Access Attractions and Sites | Little India,%,50.95293370545568
2019,EUROPE,Germany,Free Access Attractions and Sites | Esplanade Theatres by the Bay,%,16.73038561843626
2019,EUROPE,Germany,Free Access Attractions and Sites | Singapore River/ Clarke Quay/ Boat Quay,%,32.25995523150589
2019,EUROPE,Germany,Free Access Attractions and Sites | Singapore Botanic Gardens,%,32.70166302268992
2019,EUROPE,Germany,Free Access Attractions and Sites | Raffles Hotel,%,14.95441210171516
2019,EUROPE,Italy,Major Attractions and Sites | Integrated Resort (MBS/RWS),%,52.31647355304062
2019,EUROPE,Italy,Major Attractions and Sites | Gardens by the Bay,%,63.12495026191566
2019,EUROPE,Italy,Major Attractions and Sites | Sentosa,%,27.66246164925363
2019,EUROPE,Italy,Major Attractions and Sites | Singapore Flyer/ Flight Experience,%,15.08695025827654
2019,EUROPE,Italy,Major Attractions and Sites | Singapore Zoo,%,6.326322821206801
2019,EUROPE,Italy,Major Attractions and Sites | Night Safari,%,7.544361293388117
2019,EUROPE,Italy,Major Attractions and Sites | River Wonders (formerly River Safari),%,4.82183061071835
2019,EUROPE,Italy,Major Attractions and Sites | Bird Paradise (formerly Jurong Bird Park),%,3.114916531347175
2019,EUROPE,Italy,Major Attractions and Sites | National Orchid Gardens,%,13.05691220375031
2019,EUROPE,Italy,Free Access Attractions and Sites | Orchard Road,%,42.33705677614586
2019,EUROPE,Italy,Free Access Attractions and Sites | Chinatown,%,71.8749784894713
2019,EUROPE,Italy,Free Access Attractions and Sites | Merlion Park,%,43.39531447280086
2019,EUROPE,Italy,Free Access Attractions and Sites | Little India,%,47.65650367915488
2019,EUROPE,Italy,Free Access Attractions and Sites | Esplanade Theatres by the Bay,%,19.10058288690754
2019,EUROPE,Italy,Free Access Attractions and Sites | Singapore River/ Clarke Quay/ Boat Quay,%,40.53960816250196
2019,EUROPE,Italy,Free Access Attractions and Sites | Singapore Botanic Gardens,%,27.34124469512338
2019,EUROPE,Italy,Free Access Attractions and Sites | Raffles Hotel,%,14.45012965986259
2019,EUROPE,Netherlands,Major Attractions and Sites | Integrated Resort (MBS/RWS),%,47.78397844146544
2019,EUROPE,Netherlands,Major Attractions and Sites | Gardens by the Bay,%,72.74096465813216
2019,EUROPE,Netherlands,Major Attractions and Sites | Sentosa,%,29.22046263955139
2019,EUROPE,Netherlands,Major Attractions and Sites | Singapore Flyer/ Flight Experience,%,12.17415915441052
2019,EUROPE,Netherlands,Major Attractions and Sites | Singapore Zoo,%,8.281497815399876
2019,EUROPE,Netherlands,Major Attractions and Sites | Night Safari,%,9.755918183437617
2019,EUROPE,Netherlands,Major Attractions and Sites | River Wonders (formerly River Safari),%,9.791856047658936
2019,EUROPE,Netherlands,Major Attractions and Sites | Bird Paradise (formerly Jurong Bird Park),%,3.753269290104648
2019,EUROPE,Netherlands,Major Attractions and Sites | National Orchid Gardens,%,11.97304000994408
2019,EUROPE,Netherlands,Free Access Attractions and Sites | Orchard Road,%,48.31958114234364
2019,EUROPE,Netherlands,Free Access Attractions and Sites | Chinatown,%,66.66629584350508
2019,EUROPE,Netherlands,Free Access Attractions and Sites | Merlion Park,%,38.67593381255543
2019,EUROPE,Netherlands,Free Access Attractions and Sites | Little India,%,55.47764874796081
2019,EUROPE,Netherlands,Free Access Attractions and Sites | Esplanade Theatres by the Bay,%,20.72266210218017
2019,EUROPE,Netherlands,Free Access Attractions and Sites | Singapore River/ Clarke Quay/ Boat Quay,%,36.93030868536731
2019,EUROPE,Netherlands,Free Access Attractions and Sites | Singapore Botanic Gardens,%,35.96880966612154
2019,EUROPE,Netherlands,Free Access Attractions and Sites | Raffles Hotel,%,14.06811477869832
2019,EUROPE,Switzerland,Major Attractions and Sites | Integrated Resort (MBS/RWS),%,43.55214903376693
2019,EUROPE,Switzerland,Major Attractions and Sites | Gardens by the Bay,%,63.48335891921125
2019,EUROPE,Switzerland,Major Attractions and Sites | Sentosa,%,27.39101439024816
2019,EUROPE,Switzerland,Major Attractions and Sites | Singapore Flyer/ Flight Experience,%,13.59514377306639
2019,EUROPE,Switzerland,Major Attractions and Sites | Singapore Zoo,%,6.876552711583944
2019,EUROPE,Switzerland,Major Attractions and Sites | Night Safari,%,3.099011396652328
2019,EUROPE,Switzerland,Major Attractions and Sites | River Wonders (formerly River Safari),%,8.823734182255205
2019,EUROPE,Switzerland,Major Attractions and Sites | Bird Paradise (formerly Jurong Bird Park),%,1.129590210485985
2019,EUROPE,Switzerland,Major Attractions and Sites | National Orchid Gardens,%,12.4984695018512
2019,EUROPE,Switzerland,Free Access Attractions and Sites | Orchard Road,%,50.05642103137545
2019,EUROPE,Switzerland,Free Access Attractions and Sites | Chinatown,%,57.82929822845846
2019,EUROPE,Switzerland,Free Access Attractions and Sites | Merlion Park,%,36.46830288917467
2019,EUROPE,Switzerland,Free Access Attractions and Sites | Little India,%,42.08993649721386
2019,EUROPE,Switzerland,Free Access Attractions and Sites | Esplanade Theatres by the Bay,%,13.3975743643695
2019,EUROPE,Switzerland,Free Access Attractions and Sites | Singapore River/ Clarke Quay/ Boat Quay,%,38.34298536949716
2019,EUROPE,Switzerland,Free Access Attractions and Sites | Singapore Botanic Gardens,%,35.8903162173915
2019,EUROPE,Switzerland,Free Access Attractions and Sites | Raffles Hotel,%,8.775287482983899
2019,EUROPE,UK,Major Attractions and Sites | Integrated Resort (MBS/RWS),%,45.43829120246728
2019,EUROPE,UK,Major Attractions and Sites | Gardens by the Bay,%,60.61864913474187
2019,EUROPE,UK,Major Attractions and Sites | Sentosa,%,17.60164233342971
2019,EUROPE,UK,Major Attractions and Sites | Singapore Flyer/ Flight Experience,%,10.22966198887118
2019,EUROPE,UK,Major Attractions and Sites | Singapore Zoo,%,5.707574593909095
2019,EUROPE,UK,Major Attractions and Sites | Night Safari,%,6.858625741227735
2019,EUROPE,UK,Major Attractions and Sites | River Wonders (formerly River Safari),%,3.960119637199658
2019,EUROPE,UK,Major Attractions and Sites | Bird Paradise (formerly Jurong Bird Park),%,1.602936067474226
2019,EUROPE,UK,Major Attractions and Sites | National Orchid Gardens,%,11.44314962328964
2019,EUROPE,UK,Free Access Attractions and Sites | Orchard Road,%,34.3007670853122
2019,EUROPE,UK,Free Access Attractions and Sites | Chinatown,%,51.31816119110424
2019,EUROPE,UK,Free Access Attractions and Sites | Merlion Park,%,30.84039695533789
2019,EUROPE,UK,Free Access Attractions and Sites | Little India,%,41.33638529597587
2019,EUROPE,UK,Free Access Attractions and Sites | Esplanade Theatres by the Bay,%,14.09729015876312
2019,EUROPE,UK,Free Access Attractions and Sites | Singapore River/ Clarke Quay/ Boat Quay,%,31.84623701424025
2019,EUROPE,UK,Free Access Attractions and Sites | Singapore Botanic Gardens,%,28.60038787867351
2019,EUROPE,UK,Free Access Attractions and Sites | Raffles Hotel,%,17.78675787331692
2019,AMERICAS,Canada,Major Attractions and Sites | Integrated Resort (MBS/RWS),%,43.0358529269873
2019,AMERICAS,Canada,Major Attractions and Sites | Gardens by the Bay,%,59.19148142076289
2019,AMERICAS,Canada,Major Attractions and Sites | Sentosa,%,23.02761003379364
2019,AMERICAS,Canada,Major Attractions and Sites | Singapore Flyer/ Flight Experience,%,11.28196810851916
2019,AMERICAS,Canada,Major Attractions and Sites | Singapore Zoo,%,6.516253629908944
2019,AMERICAS,Canada,Major Attractions and Sites | Night Safari,%,7.172244631430684
2019,AMERICAS,Canada,Major Attractions and Sites | River Wonders (formerly River Safari),%,4.525354739438157
2019,AMERICAS,Canada,Major Attractions and Sites | Bird Paradise (formerly Jurong Bird Park),%,0.9255268681122096
2019,AMERICAS,Canada,Major Attractions and Sites | National Orchid Gardens,%,13.93209688377456
2019,AMERICAS,Canada,Free Access Attractions and Sites | Orchard Road,%,34.1598180104347
2019,AMERICAS,Canada,Free Access Attractions and Sites | Chinatown,%,59.83184460928302
2019,AMERICAS,Canada,Free Access Attractions and Sites | Merlion Park,%,32.6911748685261
2019,AMERICAS,Canada,Free Access Attractions and Sites | Little India,%,48.81446610219216
2019,AMERICAS,Canada,Free Access Attractions and Sites | Esplanade Theatres by the Bay,%,14.1334374571782
2019,AMERICAS,Canada,Free Access Attractions and Sites | Singapore River/ Clarke Quay/ Boat Quay,%,32.0835313290188
2019,AMERICAS,Canada,Free Access Attractions and Sites | Singapore Botanic Gardens,%,23.88070837054747
2019,AMERICAS,Canada,Free Access Attractions and Sites | Raffles Hotel,%,17.49244538850172
2019,AMERICAS,USA,Major Attractions and Sites | Integrated Resort (MBS/RWS),%,40.02263208400892
2019,AMERICAS,USA,Major Attractions and Sites | Gardens by the Bay,%,53.74865803663652
2019,AMERICAS,USA,Major Attractions and Sites | Sentosa,%,15.13150934337091
2019,AMERICAS,USA,Major Attractions and Sites | Singapore Flyer/ Flight Experience,%,11.50404845024454
2019,AMERICAS,USA,Major Attractions and Sites | Singapore Zoo,%,7.599191333820353
2019,AMERICAS,USA,Major Attractions and Sites | Night Safari,%,7.267872263337758
2019,AMERICAS,USA,Major Attractions and Sites | River Wonders (formerly River Safari),%,3.930633741749034
2019,AMERICAS,USA,Major Attractions and Sites | Bird Paradise (formerly Jurong Bird Park),%,2.717961194100136
2019,AMERICAS,USA,Major Attractions and Sites | National Orchid Gardens,%,9.662301261369706
2019,AMERICAS,USA,Free Access Attractions and Sites | Orchard Road,%,36.28466692037169
2019,AMERICAS,USA,Free Access Attractions and Sites | Chinatown,%,49.34271656039843
2019,AMERICAS,USA,Free Access Attractions and Sites | Merlion Park,%,29.58978292531069
2019,AMERICAS,USA,Free Access Attractions and Sites | Little India,%,37.95010247928441
2019,AMERICAS,USA,Free Access Attractions and Sites | Esplanade Theatres by the Bay,%,11.69409027507434
2019,AMERICAS,USA,Free Access Attractions and Sites | Singapore River/ Clarke Quay/ Boat Quay,%,27.36147233221057
2019,AMERICAS,USA,Free Access Attractions and Sites | Singapore Botanic Gardens,%,22.18320749383198
2019,AMERICAS,USA,Free Access Attractions and Sites | Raffles Hotel,%,13.37774644867058
2019,OCEANIA,Australia,Major Attractions and Sites | Integrated Resort (MBS/RWS),%,37.973173831396
2019,OCEANIA,Australia,Major Attractions and Sites | Gardens by the Bay,%,50.14752649202929
2019,OCEANIA,Australia,Major Attractions and Sites | Sentosa,%,21.94137534911559
2019,OCEANIA,Australia,Major Attractions and Sites | Singapore Flyer/ Flight Experience,%,10.91670713952286
2019,OCEANIA,Australia,Major Attractions and Sites | Singapore Zoo,%,9.696514835030396
2019,OCEANIA,Australia,Major Attractions and Sites | Night Safari,%,7.297146995959793
2019,OCEANIA,Australia,Major Attractions and Sites | River Wonders (formerly River Safari),%,3.429335871748316
2019,OCEANIA,Australia,Major Attractions and Sites | Bird Paradise (formerly Jurong Bird Park),%,2.204099733282639
2019,OCEANIA,Australia,Major Attractions and Sites | National Orchid Gardens,%,8.419843661805842
2019,OCEANIA,Australia,Free Access Attractions and Sites | Orchard Road,%,36.35622896581409
2019,OCEANIA,Australia,Free Access Attractions and Sites | Chinatown,%,46.90741002605194
2019,OCEANIA,Australia,Free Access Attractions and Sites | Merlion Park,%,24.47043508119435
2019,OCEANIA,Australia,Free Access Attractions and Sites | Little India,%,32.71301656138947
2019,OCEANIA,Australia,Free Access Attractions and Sites | Esplanade Theatres by the Bay,%,11.26672963510799
2019,OCEANIA,Australia,Free Access Attractions and Sites | Singapore River/ Clarke Quay/ Boat Quay,%,27.10335719797799
2019,OCEANIA,Australia,Free Access Attractions and Sites | Singapore Botanic Gardens,%,21.52541701307353
2019,OCEANIA,Australia,Free Access Attractions and Sites | Raffles Hotel,%,11.19873991589093
2019,OCEANIA,New Zealand,Major Attractions and Sites | Integrated Resort (MBS/RWS),%,42.55585167656168
2019,OCEANIA,New Zealand,Major Attractions and Sites | Gardens by the Bay,%,61.14264251696824
2019,OCEANIA,New Zealand,Major Attractions and Sites | Sentosa,%,19.78010240800462
2019,OCEANIA,New Zealand,Major Attractions and Sites | Singapore Flyer/ Flight Experience,%,10.58631706287203
2019,OCEANIA,New Zealand,Major Attractions and Sites | Singapore Zoo,%,6.174799791886609
2019,OCEANIA,New Zealand,Major Attractions and Sites | Night Safari,%,5.493116268964481
2019,OCEANIA,New Zealand,Major Attractions and Sites | River Wonders (formerly River Safari),%,5.297762378558282
2019,OCEANIA,New Zealand,Major Attractions and Sites | Bird Paradise (formerly Jurong Bird Park),%,1.828222637114717
2019,OCEANIA,New Zealand,Major Attractions and Sites | National Orchid Gardens,%,7.191312811130261
2019,OCEANIA,New Zealand,Free Access Attractions and Sites | Orchard Road,%,39.96681684808223
2019,OCEANIA,New Zealand,Free Access Attractions and Sites | Chinatown,%,58.29804541071834
2019,OCEANIA,New Zealand,Free Access Attractions and Sites | Merlion Park,%,30.02775387542013
2019,OCEANIA,New Zealand,Free Access Attractions and Sites | Little India,%,37.17303588200234
2019,OCEANIA,New Zealand,Free Access Attractions and Sites | Esplanade Theatres by the Bay,%,14.88259286279989
2019,OCEANIA,New Zealand,Free Access Attractions and Sites | Singapore River/ Clarke Quay/ Boat Quay,%,36.45218417254616
2019,OCEANIA,New Zealand,Free Access Attractions and Sites | Singapore Botanic Gardens,%,23.78207514565538
2019,OCEANIA,New Zealand,Free Access Attractions and Sites | Raffles Hotel,%,17.25713677022447
2019,AFRICA,South Africa (Rep of),Major Attractions and Sites | Integrated Resort (MBS/RWS),%,58.14792860972251
2019,AFRICA,South Africa (Rep of),Major Attractions and Sites | Gardens by the Bay,%,51.18839864284575
2019,AFRICA,South Africa (Rep of),Major Attractions and Sites | Sentosa,%,34.19229262534251
2019,AFRICA,South Africa (Rep of),Major Attractions and Sites | Singapore Flyer/ Flight Experience,%,17.41185734340557
2019,AFRICA,South Africa (Rep of),Major Attractions and Sites | Singapore Zoo,%,7.536884958327128
2019,AFRICA,South Africa (Rep of),Major Attractions and Sites | Night Safari,%,6.951612737660722
2019,AFRICA,South Africa (Rep of),Major Attractions and Sites | River Wonders (formerly River Safari),%,4.606547384212764
