series,level,date,value
35-44 Years,group,2021-01,5396
35-44 Years,group,2021-02,4617
35-44 Years,group,2021-03,7021
35-44 Years,group,2021-04,6448
35-44 Years,group,2021-05,3448
35-44 Years,group,2021-06,2311
35-44 Years,group,2021-07,3411
35-44 Years,group,2021-08,3143
35-44 Years,group,2021-09,4673
35-44 Years,group,2021-10,5732
35-44 Years,group,2021-11,10334
35-44 Years,group,2021-12,19988
35-44 Years,group,2022-01,12965
35-44 Years,group,2022-02,16007
35-44 Years,group,2022-03,29183
35-44 Years,group,2022-04,65000
35-44 Years,group,2022-05,90507
35-44 Years,group,2022-06,114453
35-44 Years,group,2022-07,146720
35-44 Years,group,2022-08,148400
35-44 Years,group,2022-09,168721
35-44 Years,group,2022-10,175720
35-44 Years,group,2022-11,180148
35-44 Years,group,2022-12,187200
35-44 Years,group,2023-01,184848
35-44 Years,group,2023-02,195224
35-44 Years,group,2023-03,213331
35-44 Years,group,2023-04,238924
35-44 Years,group,2023-05,243768
35-44 Years,group,2023-06,236955
35-44 Years,group,2023-07,289963
35-44 Years,group,2023-08,273623
35-44 Years,group,2023-09,240842
35-44 Years,group,2023-10,242387
35-44 Years,group,2023-11,228688
35-44 Years,group,2023-12,242866
35-44 Years,group,2024-01,284643
35-44 Years,group,2024-02,285128
35-44 Years,group,2024-03,272732
35-44 Years,group,2024-04,279901
35-44 Years,group,2024-05,274683
35-44 Years,group,2024-06,264209
35-44 Years,group,2024-07,327222
35-44 Years,group,2024-08,324783
35-44 Years,group,2024-09,269148
35-44 Years,group,2024-10,277731
35-44 Years,group,2024-11,259271
35-44 Years,group,2024-12,273868
35-44 Years,group,2025-01,329534
35-44 Years,group,2025-02,278349
35-44 Years,group,2025-03,259987
35-44 Years,group,2025-04,302584
35-44 Years,group,2025-05,301799
35-44 Years,group,2025-06,260944
35-44 Years,group,2025-07,341546
35-44 Years,group,2025-08,335790
35-44 Years,group,2025-09,267976
35-44 Years,group,2025-10,291935
35-44 Years,group,2025-11,266044
35-44 Years,group,2025-12,269685
35-44 Years,group,2026-01,296211
35-44 Years,group,2026-02,304512
35-44 Years,group,2026-03,286867
35-44 Years,group,2026-04,292756
35-44 Years,group,2026-05,274198
35-44 Years,group,2026-06,256516
45-54 Years,group,2008-01,161366
45-54 Years,group,2008-02,147720
45-54 Years,group,2008-03,166022
45-54 Years,group,2008-04,157544
45-54 Years,group,2008-05,153796
45-54 Years,group,2008-06,144582
45-54 Years,group,2008-07,157975
45-54 Years,group,2008-08,148752
45-54 Years,group,2008-09,131646
45-54 Years,group,2008-10,154123
45-54 Years,group,2008-11,141820
45-54 Years,group,2008-12,146325
45-54 Years,group,2009-01,134330
45-54 Years,group,2009-02,126074
45-54 Years,group,2009-03,143657
45-54 Years,group,2009-04,142192
45-54 Years,group,2009-05,129766
45-54 Years,group,2009-06,131257
45-54 Years,group,2009-07,153932
45-54 Years,group,2009-08,150044
45-54 Years,group,2009-09,142636
45-54 Years,group,2009-10,155462
45-54 Years,group,2009-11,155438
45-54 Years,group,2009-12,162269
45-54 Years,group,2010-01,166527
45-54 Years,group,2010-02,151853
45-54 Years,group,2010-03,170120
45-54 Years,group,2010-04,171377
45-54 Years,group,2010-05,171445
45-54 Years,group,2010-06,165639
45-54 Years,group,2010-07,190028
45-54 Years,group,2010-08,175718
45-54 Years,group,2010-09,169830
45-54 Years,group,2010-10,180431
45-54 Years,group,2010-11,180168
45-54 Years,group,2010-12,189657
45-54 Years,group,2011-01,186833
45-54 Years,group,2011-02,177824
45-54 Years,group,2011-03,193280
45-54 Years,group,2011-04,196726
45-54 Years,group,2011-05,190996
45-54 Years,group,2011-06,186784
45-54 Years,group,2011-07,216850
45-54 Years,group,2011-08,197846
45-54 Years,group,2011-09,185561
45-54 Years,group,2011-10,198856
45-54 Years,group,2011-11,188282
45-54 Years,group,2011-12,200570
45-54 Years,group,2012-01,205189
45-54 Years,group,2012-02,204761
45-54 Years,group,2012-03,222706
45-54 Years,group,2012-04,212631
45-54 Years,group,2012-05,203971
45-54 Years,group,2012-06,200776
45-54 Years,group,2012-07,217616
45-54 Years,group,2012-08,217901
45-54 Years,group,2012-09,189326
45-54 Years,group,2012-10,214893
45-54 Years,group,2012-11,220602
45-54 Years,group,2012-12,224531
45-54 Years,group,2013-01,226599
45-54 Years,group,2013-02,211044
45-54 Years,group,2013-03,242220
45-54 Years,group,2013-04,225866
45-54 Years,group,2013-05,226085
45-54 Years,group,2013-06,221595
45-54 Years,group,2013-07,233258
45-54 Years,group,2013-08,238947
45-54 Years,group,2013-09,209160
45-54 Years,group,2013-10,210199
45-54 Years,group,2013-11,213621
45-54 Years,group,2013-12,219490
45-54 Years,group,2014-01,224158
45-54 Years,group,2014-02,215952
45-54 Years,group,2014-03,227701
45-54 Years,group,2014-04,211420
45-54 Years,group,2014-05,205276
45-54 Years,group,2014-06,196756
45-54 Years,group,2014-07,222629
45-54 Years,group,2014-08,221152
45-54 Years,group,2014-09,191424
45-54 Years,group,2014-10,204555
45-54 Years,group,2014-11,207798
45-54 Years,group,2014-12,218257
45-54 Years,group,2015-01,213928
45-54 Years,group,2015-02,193777
45-54 Years,group,2015-03,210969
45-54 Years,group,2015-04,208358
45-54 Years,group,2015-05,208367
45-54 Years,group,2015-06,199935
45-54 Years,group,2015-07,238312
45-54 Years,group,2015-08,230600
45-54 Years,group,2015-09,196220
45-54 Years,group,2015-10,216518
45-54 Years,group,2015-11,215370
45-54 Years,group,2015-12,230968
45-54 Years,group,2016-01,237698
45-54 Years,group,2016-02,226016
45-54 Years,group,2016-03,246542
45-54 Years,group,2016-04,243165
45-54 Years,group,2016-05,239032
45-54 Years,group,2016-06,213720
45-54 Years,group,2016-07,257986
45-54 Years,group,2016-08,241157
45-54 Years,group,2016-09,202093
45-54 Years,group,2016-10,216682
45-54 Years,group,2016-11,228036
45-54 Years,group,2016-12,249796
45-54 Years,group,2017-01,244433
45-54 Years,group,2017-02,235237
45-54 Years,group,2017-03,252748
45-54 Years,group,2017-04,247084
45-54 Years,group,2017-05,234890
45-54 Years,group,2017-06,229079
45-54 Years,group,2017-07,265205
45-54 Years,group,2017-08,249113
45-54 Years,group,2017-09,230178
45-54 Years,group,2017-10,238073
45-54 Years,group,2017-11,251553
45-54 Years,group,2017-12,253204
45-54 Years,group,2018-01,258347
45-54 Years,group,2018-02,238626
45-54 Years,group,2018-03,267238
45-54 Years,group,2018-04,260386
45-54 Years,group,2018-05,252252
45-54 Years,group,2018-06,249212
45-54 Years,group,2018-07,278326
45-54 Years,group,2018-08,264785
45-54 Years,group,2018-09,239218
45-54 Years,group,2018-10,248736
45-54 Years,group,2018-11,243349
45-54 Years,group,2018-12,255941
45-54 Years,group,2019-01,260286
45-54 Years,group,2019-02,236913
45-54 Years,group,2019-03,260209
45-54 Years,group,2019-04,259876
45-54 Years,group,2019-05,248911
45-54 Years,group,2019-06,249441
45-54 Years,group,2019-07,284344
45-54 Years,group,2019-08,269323
45-54 Years,group,2019-09,245379
45-54 Years,group,2019-10,252764
45-54 Years,group,2019-11,267189
45-54 Years,group,2019-12,267469
45-54 Years,group,2020-01,263025
45-54 Years,group,2020-02,113483
45-54 Years,group,2020-03,35635
45-54 Years,group,2020-04,168
45-54 Years,group,2020-05,230
45-54 Years,group,2020-06,341
45-54 Years,group,2020-07,858
45-54 Years,group,2020-08,1067
45-54 Years,group,2020-09,1297
45-54 Years,group,2020-10,1617
45-54 Years,group,2020-11,2126
45-54 Years,group,2020-12,2500
45-54 Years,group,2021-01,2545
45-54 Years,group,2021-02,1940
45-54 Years,group,2021-03,3366
45-54 Years,group,2021-04,3007
45-54 Years,group,2021-05,1965
45-54 Years,group,2021-06,1581
45-54 Years,group,2021-07,2351
45-54 Years,group,2021-08,1923
45-54 Years,group,2021-09,2692
45-54 Years,group,2021-10,2831
45-54 Years,group,2021-11,4471
45-54 Years,group,2021-12,8336
45-54 Years,group,2022-01,5978
45-54 Years,group,2022-02,9279
45-54 Years,group,2022-03,16796
45-54 Years,group,2022-04,44074
45-54 Years,group,2022-05,65094
45-54 Years,group,2022-06,83636
45-54 Years,group,2022-07,112285
45-54 Years,group,2022-08,110418
45-54 Years,group,2022-09,123753
45-54 Years,group,2022-10,129825
45-54 Years,group,2022-11,137778
45-54 Years,group,2022-12,136410
45-54 Years,group,2023-01,143897
45-54 Years,group,2023-02,150978
45-54 Years,group,2023-03,161958
45-54 Years,group,2023-04,174794
45-54 Years,group,2023-05,178420
45-54 Years,group,2023-06,176276
45-54 Years,group,2023-07,226377
45-54 Years,group,2023-08,208850
45-54 Years,group,2023-09,181949
45-54 Years,group,2023-10,179280
45-54 Years,group,2023-11,179548
45-54 Years,group,2023-12,187426
45-54 Years,group,2024-01,214010
45-54 Years,group,2024-02,210028
45-54 Years,group,2024-03,209795
45-54 Years,group,2024-04,208412
45-54 Years,group,2024-05,202488
45-54 Years,group,2024-06,196926
45-54 Years,group,2024-07,258730
45-54 Years,group,2024-08,243637
45-54 Years,group,2024-09,203012
45-54 Years,group,2024-10,206194
45-54 Years,group,2024-11,201397
45-54 Years,group,2024-12,210569
45-54 Years,group,2025-01,248266
45-54 Years,group,2025-02,211879
45-54 Years,group,2025-03,198759
45-54 Years,group,2025-04,217803
45-54 Years,group,2025-05,208100
45-54 Years,group,2025-06,197784
45-54 Years,group,2025-07,272309
45-54 Years,group,2025-08,260005
45-54 Years,group,2025-09,199895
45-54 Years,group,2025-10,221746
45-54 Years,group,2025-11,207343
45-54 Years,group,2025-12,209769
45-54 Years,group,2026-01,236374
45-54 Years,group,2026-02,224015
45-54 Years,group,2026-03,218574
45-54 Years,group,2026-04,204716
45-54 Years,group,2026-05,189160
45-54 Years,group,2026-06,191966
55-64 Years,group,2008-01,105838
55-64 Years,group,2008-02,101764
55-64 Years,group,2008-03,121051
55-64 Years,group,2008-04,106607
55-64 Years,group,2008-05,101502
55-64 Years,group,2008-06,89878
55-64 Years,group,2008-07,89684
55-64 Years,group,2008-08,85315
55-64 Years,group,2008-09,86060
55-64 Years,group,2008-10,104824
55-64 Years,group,2008-11,98974
55-64 Years,group,2008-12,94665
55-64 Years,group,2009-01,90860
55-64 Years,group,2009-02,93857
55-64 Years,group,2009-03,114318
55-64 Years,group,2009-04,103085
55-64 Years,group,2009-05,89554
55-64 Years,group,2009-06,81756
55-64 Years,group,2009-07,91565
55-64 Years,group,2009-08,90065
55-64 Years,group,2009-09,95143
55-64 Years,group,2009-10,108512
55-64 Years,group,2009-11,113552
55-64 Years,group,2009-12,108380
55-64 Years,group,2010-01,117187
55-64 Years,group,2010-02,109704
55-64 Years,group,2010-03,129811
55-64 Years,group,2010-04,122394
55-64 Years,group,2010-05,115531
55-64 Years,group,2010-06,106037
55-64 Years,group,2010-07,113066
55-64 Years,group,2010-08,104654
55-64 Years,group,2010-09,114764
55-64 Years,group,2010-10,126901
55-64 Years,group,2010-11,129839
55-64 Years,group,2010-12,126060
55-64 Years,group,2011-01,128853
55-64 Years,group,2011-02,127659
55-64 Years,group,2011-03,154177
55-64 Years,group,2011-04,144455
55-64 Years,group,2011-05,133128
55-64 Years,group,2011-06,120988
55-64 Years,group,2011-07,127939
55-64 Years,group,2011-08,119853
55-64 Years,group,2011-09,128604
55-64 Years,group,2011-10,143084
55-64 Years,group,2011-11,135188
55-64 Years,group,2011-12,134277
55-64 Years,group,2012-01,140878
55-64 Years,group,2012-02,153810
55-64 Years,group,2012-03,182668
55-64 Years,group,2012-04,165844
55-64 Years,group,2012-05,150496
55-64 Years,group,2012-06,136072
55-64 Years,group,2012-07,131333
55-64 Years,group,2012-08,135029
55-64 Years,group,2012-09,135375
55-64 Years,group,2012-10,161104
55-64 Years,group,2012-11,171920
55-64 Years,group,2012-12,162566
55-64 Years,group,2013-01,159958
55-64 Years,group,2013-02,155939
55-64 Years,group,2013-03,207566
55-64 Years,group,2013-04,187983
55-64 Years,group,2013-05,176333
55-64 Years,group,2013-06,152181
55-64 Years,group,2013-07,143570
55-64 Years,group,2013-08,147777
55-64 Years,group,2013-09,160082
55-64 Years,group,2013-10,153095
55-64 Years,group,2013-11,162989
55-64 Years,group,2013-12,155138
55-64 Years,group,2014-01,155723
55-64 Years,group,2014-02,160593
55-64 Years,group,2014-03,184072
55-64 Years,group,2014-04,154993
55-64 Years,group,2014-05,142940
55-64 Years,group,2014-06,129031
55-64 Years,group,2014-07,138987
55-64 Years,group,2014-08,135709
55-64 Years,group,2014-09,137939
55-64 Years,group,2014-10,151573
55-64 Years,group,2014-11,157573
55-64 Years,group,2014-12,157827
55-64 Years,group,2015-01,162938
55-64 Years,group,2015-02,150901
55-64 Years,group,2015-03,168740
55-64 Years,group,2015-04,159755
55-64 Years,group,2015-05,157075
55-64 Years,group,2015-06,140932
55-64 Years,group,2015-07,148909
55-64 Years,group,2015-08,145104
55-64 Years,group,2015-09,145024
55-64 Years,group,2015-10,168337
55-64 Years,group,2015-11,176824
55-64 Years,group,2015-12,179412
55-64 Years,group,2016-01,185404
55-64 Years,group,2016-02,174408
55-64 Years,group,2016-03,212274
55-64 Years,group,2016-04,203081
55-64 Years,group,2016-05,185338
55-64 Years,group,2016-06,155979
55-64 Years,group,2016-07,159781
55-64 Years,group,2016-08,148963
55-64 Years,group,2016-09,150015
55-64 Years,group,2016-10,165688
55-64 Years,group,2016-11,180800
55-64 Years,group,2016-12,190131
55-64 Years,group,2017-01,186917
55-64 Years,group,2017-02,195190
55-64 Years,group,2017-03,235475
55-64 Years,group,2017-04,199962
55-64 Years,group,2017-05,185929
55-64 Years,group,2017-06,172997
55-64 Years,group,2017-07,164059
55-64 Years,group,2017-08,158076
55-64 Years,group,2017-09,182310
55-64 Years,group,2017-10,197533
55-64 Years,group,2017-11,225004
55-64 Years,group,2017-12,209638
55-64 Years,group,2018-01,221091
55-64 Years,group,2018-02,197036
55-64 Years,group,2018-03,248755
55-64 Years,group,2018-04,222322
55-64 Years,group,2018-05,207555
55-64 Years,group,2018-06,187827
55-64 Years,group,2018-07,174911
55-64 Years,group,2018-08,170394
55-64 Years,group,2018-09,197755
55-64 Years,group,2018-10,209339
55-64 Years,group,2018-11,212227
55-64 Years,group,2018-12,214465
55-64 Years,group,2019-01,221242
55-64 Years,group,2019-02,210103
55-64 Years,group,2019-03,259435
55-64 Years,group,2019-04,225655
55-64 Years,group,2019-05,213824
55-64 Years,group,2019-06,194262
55-64 Years,group,2019-07,183056
55-64 Years,group,2019-08,178831
55-64 Years,group,2019-09,208317
55-64 Years,group,2019-10,220329
55-64 Years,group,2019-11,236512
55-64 Years,group,2019-12,233744
55-64 Years,group,2020-01,220710
55-64 Years,group,2020-02,107733
55-64 Years,group,2020-03,32708
55-64 Years,group,2020-04,106
55-64 Years,group,2020-05,117
55-64 Years,group,2020-06,176
55-64 Years,group,2020-07,358
55-64 Years,group,2020-08,474
55-64 Years,group,2020-09,687
55-64 Years,group,2020-10,927
55-64 Years,group,2020-11,1145
55-64 Years,group,2020-12,1572
55-64 Years,group,2021-01,1536
55-64 Years,group,2021-02,1156
55-64 Years,group,2021-03,1733
55-64 Years,group,2021-04,1798
55-64 Years,group,2021-05,1450
55-64 Years,group,2021-06,1343
55-64 Years,group,2021-07,1609
55-64 Years,group,2021-08,1346
55-64 Years,group,2021-09,1765
55-64 Years,group,2021-10,1997
55-64 Years,group,2021-11,3118
55-64 Years,group,2021-12,7151
55-64 Years,group,2022-01,4556
55-64 Years,group,2022-02,6991
55-64 Years,group,2022-03,12028
55-64 Years,group,2022-04,32459
55-64 Years,group,2022-05,49307
55-64 Years,group,2022-06,57907
55-64 Years,group,2022-07,71746
55-64 Years,group,2022-08,76569
55-64 Years,group,2022-09,90120
55-64 Years,group,2022-10,97222
55-64 Years,group,2022-11,103043
55-64 Years,group,2022-12,99949
55-64 Years,group,2023-01,111368
55-64 Years,group,2023-02,129725
55-64 Years,group,2023-03,139133
55-64 Years,group,2023-04,134080
55-64 Years,group,2023-05,139956
55-64 Years,group,2023-06,128264
55-64 Years,group,2023-07,141383
55-64 Years,group,2023-08,136666
55-64 Years,group,2023-09,144918
55-64 Years,group,2023-10,148825
55-64 Years,group,2023-11,160082
55-64 Years,group,2023-12,150897
55-64 Years,group,2024-01,178196
55-64 Years,group,2024-02,188957
55-64 Years,group,2024-03,200220
55-64 Years,group,2024-04,174941
55-64 Years,group,2024-05,169548
55-64 Years,group,2024-06,142054
55-64 Years,group,2024-07,151654
55-64 Years,group,2024-08,153304
55-64 Years,group,2024-09,160831
55-64 Years,group,2024-10,172521
55-64 Years,group,2024-11,178583
55-64 Years,group,2024-12,170168
55-64 Years,group,2025-01,195886
55-64 Years,group,2025-02,188075
55-64 Years,group,2025-03,186764
55-64 Years,group,2025-04,167581
55-64 Years,group,2025-05,162459
55-64 Years,group,2025-06,141423
55-64 Years,group,2025-07,158721
55-64 Years,group,2025-08,160945
55-64 Years,group,2025-09,157669
55-64 Years,group,2025-10,179840
55-64 Years,group,2025-11,182323
55-64 Years,group,2025-12,167633
55-64 Years,group,2026-01,191672
55-64 Years,group,2026-02,191153
55-64 Years,group,2026-03,192013
55-64 Years,group,2026-04,161371
55-64 Years,group,2026-05,148647
55-64 Years,group,2026-06,131635
65 & Over,group,2008-01,57795
65 & Over,group,2008-02,57564
65 & Over,group,2008-03,73515
65 & Over,group,2008-04,55842
65 & Over,group,2008-05,49991
65 & Over,group,2008-06,43717
65 & Over,group,2008-07,40952
65 & Over,group,2008-08,36870
65 & Over,group,2008-09,39821
65 & Over,group,2008-10,52177
65 & Over,group,2008-11,51580
65 & Over,group,2008-12,49678
65 & Over,group,2009-01,51349
65 & Over,group,2009-02,53233
65 & Over,group,2009-03,73873
65 & Over,group,2009-04,57310
65 & Over,group,2009-05,46010
65 & Over,group,2009-06,39837
65 & Over,group,2009-07,40733
65 & Over,group,2009-08,40924
65 & Over,group,2009-09,44157
65 & Over,group,2009-10,56213
65 & Over,group,2009-11,61845
65 & Over,group,2009-12,58193
65 & Over,group,2010-01,63062
65 & Over,group,2010-02,66199
65 & Over,group,2010-03,77627
65 & Over,group,2010-04,65671
65 & Over,group,2010-05,57060
65 & Over,group,2010-06,54462
65 & Over,group,2010-07,53593
65 & Over,group,2010-08,50772
65 & Over,group,2010-09,52893
65 & Over,group,2010-10,62171
65 & Over,group,2010-11,66758
65 & Over,group,2010-12,66638
65 & Over,group,2011-01,72837
65 & Over,group,2011-02,72581
65 & Over,group,2011-03,95021
65 & Over,group,2011-04,79175
65 & Over,group,2011-05,67245
65 & Over,group,2011-06,61555
65 & Over,group,2011-07,60193
65 & Over,group,2011-08,58375
65 & Over,group,2011-09,58584
65 & Over,group,2011-10,71199
65 & Over,group,2011-11,70733
65 & Over,group,2011-12,71094
65 & Over,group,2012-01,83110
65 & Over,group,2012-02,90789
65 & Over,group,2012-03,113867
65 & Over,group,2012-04,94267
65 & Over,group,2012-05,79955
65 & Over,group,2012-06,70841
65 & Over,group,2012-07,62618
65 & Over,group,2012-08,65264
65 & Over,group,2012-09,61938
65 & Over,group,2012-10,83467
65 & Over,group,2012-11,91819
65 & Over,group,2012-12,87115
65 & Over,group,2013-01,92734
65 & Over,group,2013-02,98860
65 & Over,group,2013-03,126495
65 & Over,group,2013-04,107412
65 & Over,group,2013-05,96521
65 & Over,group,2013-06,79822
65 & Over,group,2013-07,72555
65 & Over,group,2013-08,74630
65 & Over,group,2013-09,78158
65 & Over,group,2013-10,84454
65 & Over,group,2013-11,91634
65 & Over,group,2013-12,87961
65 & Over,group,2014-01,99899
65 & Over,group,2014-02,104680
65 & Over,group,2014-03,123434
65 & Over,group,2014-04,92763
65 & Over,group,2014-05,75761
65 & Over,group,2014-06,69600
65 & Over,group,2014-07,73922
65 & Over,group,2014-08,71160
65 & Over,group,2014-09,70956
65 & Over,group,2014-10,86063
65 & Over,group,2014-11,88881
65 & Over,group,2014-12,95399
65 & Over,group,2015-01,107124
65 & Over,group,2015-02,113069
65 & Over,group,2015-03,113558
65 & Over,group,2015-04,97760
65 & Over,group,2015-05,88204
65 & Over,group,2015-06,80072
65 & Over,group,2015-07,79787
65 & Over,group,2015-08,79860
65 & Over,group,2015-09,76977
65 & Over,group,2015-10,97065
65 & Over,group,2015-11,108203
65 & Over,group,2015-12,112314
65 & Over,group,2016-01,129207
65 & Over,group,2016-02,124072
65 & Over,group,2016-03,142111
65 & Over,group,2016-04,133548
65 & Over,group,2016-05,102723
65 & Over,group,2016-06,89797
65 & Over,group,2016-07,88145
65 & Over,group,2016-08,82900
65 & Over,group,2016-09,78854
65 & Over,group,2016-10,101035
65 & Over,group,2016-11,110645
65 & Over,group,2016-12,119397
65 & Over,group,2017-01,132925
65 & Over,group,2017-02,139700
65 & Over,group,2017-03,168490
65 & Over,group,2017-04,127217
65 & Over,group,2017-05,108917
65 & Over,group,2017-06,103207
65 & Over,group,2017-07,90223
65 & Over,group,2017-08,87303
65 & Over,group,2017-09,97374
65 & Over,group,2017-10,115025
65 & Over,group,2017-11,139093
65 & Over,group,2017-12,132920
65 & Over,group,2018-01,154790
65 & Over,group,2018-02,148832
65 & Over,group,2018-03,176601
65 & Over,group,2018-04,148404
65 & Over,group,2018-05,124931
65 & Over,group,2018-06,114201
65 & Over,group,2018-07,98914
65 & Over,group,2018-08,97186
65 & Over,group,2018-09,112434
65 & Over,group,2018-10,127056
65 & Over,group,2018-11,135522
65 & Over,group,2018-12,140592
65 & Over,group,2019-01,166642
65 & Over,group,2019-02,163827
65 & Over,group,2019-03,191836
65 & Over,group,2019-04,158905
65 & Over,group,2019-05,136963
65 & Over,group,2019-06,117925
65 & Over,group,2019-07,106277
65 & Over,group,2019-08,104691
65 & Over,group,2019-09,120342
65 & Over,group,2019-10,137370
65 & Over,group,2019-11,151681
65 & Over,group,2019-12,165512
65 & Over,group,2020-01,172475
65 & Over,group,2020-02,88430
65 & Over,group,2020-03,25581
65 & Over,group,2020-04,16
65 & Over,group,2020-05,6
65 & Over,group,2020-06,33
65 & Over,group,2020-07,92
65 & Over,group,2020-08,111
65 & Over,group,2020-09,167
65 & Over,group,2020-10,286
65 & Over,group,2020-11,372
65 & Over,group,2020-12,667
65 & Over,group,2021-01,666
65 & Over,group,2021-02,434
65 & Over,group,2021-03,584
65 & Over,group,2021-04,659
65 & Over,group,2021-05,468
65 & Over,group,2021-06,352
65 & Over,group,2021-07,514
65 & Over,group,2021-08,484
65 & Over,group,2021-09,770
65 & Over,group,2021-10,1113
65 & Over,group,2021-11,2364
65 & Over,group,2021-12,7224
65 & Over,group,2022-01,4229
65 & Over,group,2022-02,5170
65 & Over,group,2022-03,9563
65 & Over,group,2022-04,23028
65 & Over,group,2022-05,32329
65 & Over,group,2022-06,39397
65 & Over,group,2022-07,43609
65 & Over,group,2022-08,45721
65 & Over,group,2022-09,54333
65 & Over,group,2022-10,64480
65 & Over,group,2022-11,68132
65 & Over,group,2022-12,75234
65 & Over,group,2023-01,88216
65 & Over,group,2023-02,106177
65 & Over,group,2023-03,114232
65 & Over,group,2023-04,103141
65 & Over,group,2023-05,98754
65 & Over,group,2023-06,92331
65 & Over,group,2023-07,93743
65 & Over,group,2023-08,88932
65 & Over,group,2023-09,94477
65 & Over,group,2023-10,105319
65 & Over,group,2023-11,128311
65 & Over,group,2023-12,124012
65 & Over,group,2024-01,146681
65 & Over,group,2024-02,160848
65 & Over,group,2024-03,172602
65 & Over,group,2024-04,136052
65 & Over,group,2024-05,123570
65 & Over,group,2024-06,101581
65 & Over,group,2024-07,100019
65 & Over,group,2024-08,99661
65 & Over,group,2024-09,105226
65 & Over,group,2024-10,126815
65 & Over,group,2024-11,135759
65 & Over,group,2024-12,138163
65 & Over,group,2025-01,169815
65 & Over,group,2025-02,162219
65 & Over,group,2025-03,173573
65 & Over,group,2025-04,133117
65 & Over,group,2025-05,116482
65 & Over,group,2025-06,103850
65 & Over,group,2025-07,103466
65 & Over,group,2025-08,103685
65 & Over,group,2025-09,106606
65 & Over,group,2025-10,126636
65 & Over,group,2025-11,144772
65 & Over,group,2025-12,141488
65 & Over,group,2026-01,162808
65 & Over,group,2026-02,175715
65 & Over,group,2026-03,169258
65 & Over,group,2026-04,133362
65 & Over,group,2026-05,108236
65 & Over,group,2026-06,93764
Females,group,2008-01,366846
Females,group,2008-02,335176
Females,group,2008-03,375731
Females,group,2008-04,337205
Females,group,2008-05,339988
Females,group,2008-06,338901
Females,group,2008-07,397249
Females,group,2008-08,362814
Females,group,2008-09,300237
Females,group,2008-10,352764
Females,group,2008-11,309320
Females,group,2008-12,392608
Females,group,2009-01,338613
Females,group,2009-02,288864
Females,group,2009-03,343014
Females,group,2009-04,344593
Females,group,2009-05,311551
Females,group,2009-06,321821
Females,group,2009-07,394749
Females,group,2009-08,377336
Females,group,2009-09,342901
Females,group,2009-10,361118
Females,group,2009-11,350101
Females,group,2009-12,441056
Females,group,2010-01,395495
Females,group,2010-02,380690
Females,group,2010-03,399250
Females,group,2010-04,413385
Females,group,2010-05,416396
Females,group,2010-06,419704
Females,group,2010-07,499723
Females,group,2010-08,448620
Females,group,2010-09,408698
Females,group,2010-10,423450
Females,group,2010-11,412570
Females,group,2010-12,513023
Females,group,2011-01,470081
Females,group,2011-02,444254
Females,group,2011-03,475032
Females,group,2011-04,504643
Females,group,2011-05,467595
Females,group,2011-06,483537
Females,group,2011-07,592837
Females,group,2011-08,548759
Females,group,2011-09,451004
Females,group,2011-10,479971
Females,group,2011-11,442463
Females,group,2011-12,559845
Females,group,2012-01,549860
Females,group,2012-02,498084
Females,group,2012-03,556197
Females,group,2012-04,545695
Females,group,2012-05,510969
Females,group,2012-06,522268
Females,group,2012-07,619358
Females,group,2012-08,645975
Females,group,2012-09,475264
Females,group,2012-10,555053
Females,group,2012-11,562908
Females,group,2012-12,663344
Females,group,2013-01,609769
Females,group,2013-02,586968
Females,group,2013-03,652561
Females,group,2013-04,611040
Females,group,2013-05,619497
Females,group,2013-06,616059
Females,group,2013-07,693924
Females,group,2013-08,735814
Females,group,2013-09,549348
Females,group,2013-10,565020
Females,group,2013-11,549012
Females,group,2013-12,669119
Females,group,2014-01,649542
Females,group,2014-02,587689
Females,group,2014-03,618092
Females,group,2014-04,592889
Females,group,2014-05,576624
Females,group,2014-06,558989
Females,group,2014-07,697781
Females,group,2014-08,665517
Females,group,2014-09,506151
Females,group,2014-10,572069
Females,group,2014-11,526090
Females,group,2014-12,670815
Females,group,2015-01,600306
Females,group,2015-02,581677
Females,group,2015-03,560805
Females,group,2015-04,584636
Females,group,2015-05,589284
Females,group,2015-06,568407
Females,group,2015-07,764009
Females,group,2015-08,723371
Females,group,2015-09,537730
Females,group,2015-10,593887
Females,group,2015-11,569989
Females,group,2015-12,715595
Females,group,2016-01,697579
Females,group,2016-02,661091
Females,group,2016-03,696076
Females,group,2016-04,693140
Females,group,2016-05,669272
Females,group,2016-06,640612
Females,group,2016-07,828972
Females,group,2016-08,751348
Females,group,2016-09,546935
Females,group,2016-10,598255
Females,group,2016-11,594230
Females,group,2016-12,768344
Females,group,2017-01,743629
Females,group,2017-02,681757
Females,group,2017-03,739923
Females,group,2017-04,746569
Females,group,2017-05,677751
Females,group,2017-06,706207
Females,group,2017-07,834101
Females,group,2017-08,803337
Females,group,2017-09,654148
Females,group,2017-10,701772
Females,group,2017-11,691181
Females,group,2017-12,808237
Females,group,2018-01,787558
Females,group,2018-02,751396
Females,group,2018-03,799917
Females,group,2018-04,781180
Females,group,2018-05,750938
Females,group,2018-06,788047
Females,group,2018-07,887041
Females,group,2018-08,870173
Females,group,2018-09,693946
Females,group,2018-10,732367
Females,group,2018-11,691799
Females,group,2018-12,825381
Females,group,2019-01,824264
Females,group,2019-02,760319
Females,group,2019-03,795236
Females,group,2019-04,822696
Females,group,2019-05,764474
Females,group,2019-06,798525
