series,level,date,value
Females,group,2019-07,929922
Females,group,2019-08,906845
Females,group,2019-09,726877
Females,group,2019-10,777535
Females,group,2019-11,761813
Females,group,2019-12,892061
Females,group,2020-01,865041
Females,group,2020-02,353574
Females,group,2020-03,112723
Females,group,2020-04,202
Females,group,2020-05,156
Females,group,2020-06,1011
Females,group,2020-07,3283
Females,group,2020-08,4409
Females,group,2020-09,4724
Females,group,2020-10,7050
Females,group,2020-11,7903
Females,group,2020-12,13119
Females,group,2021-01,10802
Females,group,2021-02,7742
Females,group,2021-03,10802
Females,group,2021-04,11108
Females,group,2021-05,6884
Females,group,2021-06,4228
Females,group,2021-07,8077
Females,group,2021-08,7071
Females,group,2021-09,7392
Females,group,2021-10,9307
Females,group,2021-11,16804
Females,group,2021-12,38070
Females,group,2022-01,24546
Females,group,2022-02,27679
Females,group,2022-03,47532
Females,group,2022-04,134525
Females,group,2022-05,194989
Females,group,2022-06,263439
Females,group,2022-07,355136
Females,group,2022-08,352779
Females,group,2022-09,362542
Females,group,2022-10,393712
Females,group,2022-11,387885
Females,group,2022-12,473507
Females,group,2023-01,467297
Females,group,2023-02,474086
Females,group,2023-03,505964
Females,group,2023-04,572144
Females,group,2023-05,567474
Females,group,2023-06,581045
Females,group,2023-07,737855
Females,group,2023-08,677793
Females,group,2023-09,554054
Females,group,2023-10,562723
Females,group,2023-11,543828
Females,group,2023-12,632992
Females,group,2024-01,742306
Females,group,2024-02,734394
Females,group,2024-03,784665
Females,group,2024-04,692587
Females,group,2024-05,648180
Females,group,2024-06,646958
Females,group,2024-07,841572
Females,group,2024-08,802168
Females,group,2024-09,626725
Females,group,2024-10,664349
Females,group,2024-11,609011
Females,group,2024-12,719431
Females,group,2025-01,858423
Females,group,2025-02,703911
Females,group,2025-03,651013
Females,group,2025-04,716697
Females,group,2025-05,694870
Females,group,2025-06,638125
Females,group,2025-07,875246
Females,group,2025-08,834977
Females,group,2025-09,617402
Females,group,2025-10,690181
Females,group,2025-11,645967
Females,group,2025-12,699473
Females,group,2026-01,770329
Females,group,2026-02,778210
Females,group,2026-03,732028
Females,group,2026-04,674604
Females,group,2026-05,631104
Females,group,2026-06,602242
Males,group,2008-01,472297
Males,group,2008-02,427013
Males,group,2008-03,473780
Males,group,2008-04,445014
Males,group,2008-05,449229
Males,group,2008-06,444397
Males,group,2008-07,483300
Males,group,2008-08,448387
Males,group,2008-09,409758
Males,group,2008-10,454584
Males,group,2008-11,417044
Males,group,2008-12,449520
Males,group,2009-01,398390
Males,group,2009-02,371497
Males,group,2009-03,416921
Males,group,2009-04,403963
Males,group,2009-05,387605
Males,group,2009-06,403955
Males,group,2009-07,458927
Males,group,2009-08,438283
Males,group,2009-09,423427
Males,group,2009-10,449502
Males,group,2009-11,444569
Males,group,2009-12,484106
Males,group,2010-01,473341
Males,group,2010-02,441164
Males,group,2010-03,488124
Males,group,2010-04,485213
Males,group,2010-05,494422
Males,group,2010-06,499518
Males,group,2010-07,551436
Males,group,2010-08,511945
Males,group,2010-09,498514
Males,group,2010-10,517606
Males,group,2010-11,508957
Males,group,2010-12,558839
Males,group,2011-01,544026
Males,group,2011-02,511367
Males,group,2011-03,557628
Males,group,2011-04,559379
Males,group,2011-05,550154
Males,group,2011-06,555336
Males,group,2011-07,630411
Males,group,2011-08,583067
Males,group,2011-09,541368
Males,group,2011-10,561283
Males,group,2011-11,544357
Males,group,2011-12,605532
Males,group,2012-01,596901
Males,group,2012-02,584219
Males,group,2012-03,626009
Males,group,2012-04,599781
Males,group,2012-05,581905
Males,group,2012-06,592137
Males,group,2012-07,663541
Males,group,2012-08,667449
Males,group,2012-09,575995
Males,group,2012-10,637353
Males,group,2012-11,649004
Males,group,2012-12,697079
Males,group,2013-01,681803
Males,group,2013-02,633301
Males,group,2013-03,715279
Males,group,2013-04,662096
Males,group,2013-05,667974
Males,group,2013-06,672466
Males,group,2013-07,725630
Males,group,2013-08,747592
Males,group,2013-09,626712
Males,group,2013-10,638692
Males,group,2013-11,634990
Males,group,2013-12,698285
Males,group,2014-01,696300
Males,group,2014-02,650550
Males,group,2014-03,679459
Males,group,2014-04,652417
Males,group,2014-05,631907
Males,group,2014-06,622431
Males,group,2014-07,710614
Males,group,2014-08,697415
Males,group,2014-09,592472
Males,group,2014-10,631458
Males,group,2014-11,618137
Males,group,2014-12,689723
Males,group,2015-01,652300
Males,group,2015-02,607141
Males,group,2015-03,640840
Males,group,2015-04,623986
Males,group,2015-05,633551
Males,group,2015-06,616339
Males,group,2015-07,755224
Males,group,2015-08,721691
Males,group,2015-09,594245
Males,group,2015-10,653060
Males,group,2015-11,634001
Males,group,2015-12,709381
Males,group,2016-01,714543
Males,group,2016-02,674006
Males,group,2016-03,710528
Males,group,2016-04,700832
Males,group,2016-05,688271
Males,group,2016-06,629918
Males,group,2016-07,793433
Males,group,2016-08,730528
Males,group,2016-09,597128
Males,group,2016-10,639419
Males,group,2016-11,641202
Males,group,2016-12,737790
Males,group,2017-01,736850
Males,group,2017-02,679253
Males,group,2017-03,740238
Males,group,2017-04,724181
Males,group,2017-05,686146
Males,group,2017-06,681394
Males,group,2017-07,798034
Males,group,2017-08,755946
Males,group,2017-09,665902
Males,group,2017-10,700527
Males,group,2017-11,706149
Males,group,2017-12,761379
Males,group,2018-01,775801
Males,group,2018-02,740574
Males,group,2018-03,784489
Males,group,2018-04,763068
Males,group,2018-05,719953
Males,group,2018-06,756632
Males,group,2018-07,845855
Males,group,2018-08,812949
Males,group,2018-09,721203
Males,group,2018-10,735013
Males,group,2018-11,715186
Males,group,2018-12,777836
Males,group,2019-01,800329
Males,group,2019-02,738732
Males,group,2019-03,769428
Males,group,2019-04,774028
Males,group,2019-05,723317
Males,group,2019-06,753322
Males,group,2019-07,872671
Males,group,2019-08,829257
Males,group,2019-09,736666
Males,group,2019-10,752944
Males,group,2019-11,771855
Males,group,2019-12,832900
Males,group,2020-01,823061
Males,group,2020-02,379392
Males,group,2020-03,127278
Males,group,2020-04,548
Males,group,2020-05,724
Males,group,2020-06,1160
Males,group,2020-07,3560
Males,group,2020-08,4503
Males,group,2020-09,4776
Males,group,2020-10,6349
Males,group,2020-11,6846
Males,group,2020-12,11051
Males,group,2021-01,12564
Males,group,2021-02,10399
Males,group,2021-03,16400
Males,group,2021-04,14629
Males,group,2021-05,7306
Males,group,2021-06,5801
Males,group,2021-07,10440
Males,group,2021-08,8816
Males,group,2021-09,11615
Males,group,2021-10,14698
Males,group,2021-11,24371
Males,group,2021-12,54718
Males,group,2022-01,32605
Males,group,2022-02,40068
Males,group,2022-03,73672
Males,group,2022-04,160563
Males,group,2022-05,223467
Males,group,2022-06,280284
Males,group,2022-07,371596
Males,group,2022-08,375963
Males,group,2022-09,419664
Males,group,2022-10,423112
Males,group,2022-11,428447
Males,group,2022-12,457823
Males,group,2023-01,464508
Males,group,2023-02,483745
Males,group,2023-03,515067
Males,group,2023-04,556456
Males,group,2023-05,545031
Males,group,2023-06,548258
Males,group,2023-07,681780
Males,group,2023-08,634882
Males,group,2023-09,576699
Males,group,2023-10,563225
Males,group,2023-11,556610
Males,group,2023-12,598523
Males,group,2024-01,677562
Males,group,2024-02,683302
Males,group,2024-03,680108
Males,group,2024-04,650631
Males,group,2024-05,628754
Males,group,2024-06,603112
Males,group,2024-07,760902
Males,group,2024-08,737572
Males,group,2024-09,643867
Males,group,2024-10,650037
Males,group,2024-11,625594
Males,group,2024-12,671073
Males,group,2025-01,774928
Males,group,2025-02,673506
Males,group,2025-03,645523
Males,group,2025-04,686836
Males,group,2025-05,679165
Males,group,2025-06,607716
Males,group,2025-07,805409
Males,group,2025-08,774213
Males,group,2025-09,636831
Males,group,2025-10,688764
Males,group,2025-11,647432
Males,group,2025-12,664555
Males,group,2026-01,732471
Males,group,2026-02,722669
Males,group,2026-03,695644
Males,group,2026-04,656876
Males,group,2026-05,609955
Males,group,2026-06,582185
Not Stated,group,2008-01,2289
Not Stated,group,2008-02,2409
Not Stated,group,2008-03,2114
Not Stated,group,2008-04,1841
Not Stated,group,2008-05,1957
Not Stated,group,2008-06,1933
Not Stated,group,2008-07,1931
Not Stated,group,2008-08,1870
Not Stated,group,2008-09,1400
Not Stated,group,2008-10,1640
Not Stated,group,2008-11,1630
Not Stated,group,2008-12,1538
Not Stated,group,2009-01,1662
Not Stated,group,2009-02,1611
Not Stated,group,2009-03,1779
Not Stated,group,2009-04,1616
Not Stated,group,2009-05,1508
Not Stated,group,2009-06,1560
Not Stated,group,2009-07,2188
Not Stated,group,2009-08,1897
Not Stated,group,2009-09,1772
Not Stated,group,2009-10,1703
Not Stated,group,2009-11,1567
Not Stated,group,2009-12,1895
Not Stated,group,2010-01,2253
Not Stated,group,2010-02,2187
Not Stated,group,2010-03,2607
Not Stated,group,2010-04,2437
Not Stated,group,2010-05,2298
Not Stated,group,2010-06,2234
Not Stated,group,2010-07,2284
Not Stated,group,2010-08,2050
Not Stated,group,2010-09,1806
Not Stated,group,2010-10,1871
Not Stated,group,2010-11,1649
Not Stated,group,2010-12,1805
Not Stated,group,2011-01,2047
Not Stated,group,2011-02,2126
Not Stated,group,2011-03,2435
Not Stated,group,2011-04,2147
Not Stated,group,2011-05,2334
Not Stated,group,2011-06,2136
Not Stated,group,2011-07,2716
Not Stated,group,2011-08,2454
Not Stated,group,2011-09,2155
Not Stated,group,2011-10,2224
Not Stated,group,2011-11,1923
Not Stated,group,2011-12,2125
Not Stated,group,2012-01,2318
Not Stated,group,2012-02,2435
Not Stated,group,2012-03,2915
Not Stated,group,2012-04,3193
Not Stated,group,2012-05,2501
Not Stated,group,2012-06,1977
Not Stated,group,2012-07,800
Not Stated,group,2012-08,1576
Not Stated,group,2012-09,1144
Not Stated,group,2012-10,2313
Not Stated,group,2012-11,2069
Not Stated,group,2012-12,2054
Not Stated,group,2013-01,1384
Not Stated,group,2013-02,1619
Not Stated,group,2013-03,2168
Not Stated,group,2013-04,3131
Not Stated,group,2013-05,2283
Not Stated,group,2013-06,2354
Not Stated,group,2013-07,2307
Not Stated,group,2013-08,2014
Not Stated,group,2013-09,1528
Not Stated,group,2013-10,600
Not Stated,group,2013-11,0
Not Stated,group,2013-12,2
Not Stated,group,2014-01,0
Not Stated,group,2014-02,1
Not Stated,group,2014-03,0
Not Stated,group,2014-04,1
Not Stated,group,2014-05,0
Not Stated,group,2014-06,0
Not Stated,group,2014-07,0
Not Stated,group,2015-04,2
Not Stated,group,2016-01,1
Not Stated,group,2016-02,0
Not Stated,group,2016-03,10
Not Stated,group,2016-04,503
Not Stated,group,2016-05,1657
Not Stated,group,2016-06,1745
Not Stated,group,2016-07,2000
Not Stated,group,2016-08,1787
Not Stated,group,2016-09,1190
Not Stated,group,2016-10,1346
Not Stated,group,2016-11,1323
Not Stated,group,2016-12,1515
Not Stated,group,2017-01,588
Not Stated,group,2017-02,0
Not Stated,group,2017-03,0
Not Stated,group,2019-01,0
Not Stated,group,2019-02,0
Not Stated,group,2019-03,0
Not Stated,group,2019-04,0
Not Stated,group,2019-05,0
Not Stated,group,2019-06,0
Not Stated,group,2019-07,0
Not Stated,group,2019-08,0
Not Stated,group,2019-09,0
Not Stated,group,2019-10,0
Not Stated,group,2019-11,0
Not Stated,group,2019-12,0
Not Stated,group,2020-01,0
Not Stated,group,2020-02,0
Not Stated,group,2020-03,0
Not Stated,group,2020-04,0
Not Stated,group,2020-05,0
Not Stated,group,2020-06,0
Not Stated,group,2020-07,0
Not Stated,group,2020-08,0
Not Stated,group,2020-09,0
Not Stated,group,2020-10,0
Not Stated,group,2020-11,0
Not Stated,group,2020-12,0
Not Stated,group,2021-01,0
Not Stated,group,2021-02,0
Not Stated,group,2021-03,0
Not Stated,group,2021-04,0
Not Stated,group,2021-05,0
Not Stated,group,2021-06,0
Not Stated,group,2021-07,0
Not Stated,group,2021-08,0
Not Stated,group,2021-09,0
Not Stated,group,2021-10,0
Not Stated,group,2021-11,0
Not Stated,group,2021-12,0
Not Stated,group,2022-01,0
Not Stated,group,2022-02,0
Not Stated,group,2022-03,0
Not Stated,group,2022-04,0
Not Stated,group,2022-05,0
Not Stated,group,2022-06,0
Not Stated,group,2022-07,0
Not Stated,group,2022-08,0
Not Stated,group,2022-09,0
Not Stated,group,2022-10,0
Not Stated,group,2022-11,0
Not Stated,group,2022-12,0
Not Stated,group,2023-01,0
Not Stated,group,2023-02,0
Not Stated,group,2023-03,0
Not Stated,group,2023-04,0
Not Stated,group,2023-05,0
Not Stated,group,2023-06,0
Not Stated,group,2023-07,0
Not Stated,group,2023-08,0
Not Stated,group,2023-09,0
Not Stated,group,2023-10,0
Not Stated,group,2023-11,0
Not Stated,group,2023-12,0
Not Stated,group,2024-01,0
Not Stated,group,2024-02,0
Not Stated,group,2024-03,0
Not Stated,group,2024-04,0
Not Stated,group,2024-05,0
Not Stated,group,2024-06,0
Not Stated,group,2024-07,0
Not Stated,group,2024-08,0
Not Stated,group,2024-09,0
Not Stated,group,2024-10,0
Not Stated,group,2024-11,0
Not Stated,group,2024-12,0
Not Stated,group,2025-01,0
Not Stated,group,2025-02,0
Not Stated,group,2025-03,0
Not Stated,group,2025-04,0
Not Stated,group,2025-05,0
Not Stated,group,2025-06,0
Not Stated,group,2025-07,0
Not Stated,group,2025-08,0
Not Stated,group,2025-09,0
Not Stated,group,2025-10,0
Not Stated,group,2025-11,0
Not Stated,group,2025-12,0
Not Stated,group,2026-01,0
Not Stated,group,2026-02,0
Not Stated,group,2026-03,0
Not Stated,group,2026-04,0
Not Stated,group,2026-05,0
Not Stated,group,2026-06,0
Total,total,2008-01,885290
Total,total,2008-02,813028
Total,total,2008-03,910635
Total,total,2008-04,829438
Total,total,2008-05,833604
Total,total,2008-06,822954
Total,total,2008-07,922569
Total,total,2008-08,850016
Total,total,2008-09,745794
Total,total,2008-10,849400
Total,total,2008-11,765325
Total,total,2008-12,888001
Total,total,2009-01,772138
Total,total,2009-02,689935
Total,total,2009-03,791236
Total,total,2009-04,778975
Total,total,2009-05,726391
Total,total,2009-06,750404
Total,total,2009-07,882107
Total,total,2009-08,844649
Total,total,2009-09,799496
Total,total,2009-10,844953
Total,total,2009-11,830173
Total,total,2009-12,972233
Total,total,2010-01,908495
Total,total,2010-02,857387
Total,total,2010-03,928903
Total,total,2010-04,939013
Total,total,2010-05,946676
Total,total,2010-06,951032
Total,total,2010-07,1095047
Total,total,2010-08,996899
Total,total,2010-09,947585
Total,total,2010-10,978913
Total,total,2010-11,964170
Total,total,2010-12,1127581
Total,total,2011-01,1055990
Total,total,2011-02,990118
Total,total,2011-03,1071960
Total,total,2011-04,1103320
Total,total,2011-05,1054104
Total,total,2011-06,1080066
Total,total,2011-07,1273870
Total,total,2011-08,1178511
Total,total,2011-09,1033747
Total,total,2011-10,1085193
Total,total,2011-11,1027787
Total,total,2011-12,1216637
Total,total,2012-01,1198507
Total,total,2012-02,1134554
Total,total,2012-03,1243133
Total,total,2012-04,1201953
Total,total,2012-05,1146448
Total,total,2012-06,1157739
Total,total,2012-07,1283611
Total,total,2012-08,1313604
Total,total,2012-09,1051348
Total,total,2012-10,1192580
Total,total,2012-11,1212079
Total,total,2012-12,1360536
Total,total,2013-01,1291718
Total,total,2013-02,1221365
Total,total,2013-03,1368891
Total,total,2013-04,1274246
Total,total,2013-05,1288282
Total,total,2013-06,1288950
Total,total,2013-07,1419657
Total,total,2013-08,1483520
Total,total,2013-09,1176142
Total,total,2013-10,1203746
Total,total,2013-11,1184002
Total,total,2013-12,1367404
Total,total,2014-01,1345842
Total,total,2014-02,1238239
Total,total,2014-03,1297551
Total,total,2014-04,1245307
Total,total,2014-05,1208532
Total,total,2014-06,1181422
Total,total,2014-07,1408400
Total,total,2014-08,1362935
Total,total,2014-09,1098626
Total,total,2014-10,1203527
Total,total,2014-11,1144230
Total,total,2014-12,1360541
Total,total,2015-01,1252608
Total,total,2015-02,1188818
Total,total,2015-03,1201648
Total,total,2015-04,1208624
Total,total,2015-05,1222836
Total,total,2015-06,1184747
Total,total,2015-07,1519233
Total,total,2015-08,1445062
Total,total,2015-09,1131976
Total,total,2015-10,1246947
Total,total,2015-11,1203992
Total,total,2015-12,1424978
Total,total,2016-01,1412123
Total,total,2016-02,1335097
Total,total,2016-03,1406607
Total,total,2016-04,1393972
Total,total,2016-05,1357543
Total,total,2016-06,1270531
Total,total,2016-07,1622405
Total,total,2016-08,1481876
Total,total,2016-09,1144063
Total,total,2016-10,1237675
Total,total,2016-11,1235433
Total,total,2016-12,1506134
Total,total,2017-01,1480479
Total,total,2017-02,1361010
Total,total,2017-03,1480161
Total,total,2017-04,1470750
Total,total,2017-05,1363897
Total,total,2017-06,1387601
Total,total,2017-07,1632135
Total,total,2017-08,1559283
Total,total,2017-09,1320050
Total,total,2017-10,1402299
Total,total,2017-11,1397330
Total,total,2017-12,1569616
Total,total,2018-01,1563359
Total,total,2018-02,1491970
Total,total,2018-03,1584406
Total,total,2018-04,1544248
Total,total,2018-05,1470891
Total,total,2018-06,1544679
Total,total,2018-07,1732896
Total,total,2018-08,1683122
Total,total,2018-09,1415149
Total,total,2018-10,1467380
Total,total,2018-11,1406985
Total,total,2018-12,1603217
Total,total,2019-01,1624593
Total,total,2019-02,1499051
Total,total,2019-03,1564664
Total,total,2019-04,1596724
Total,total,2019-05,1487791
Total,total,2019-06,1551847
Total,total,2019-07,1802593
Total,total,2019-08,1736102
Total,total,2019-09,1463543
Total,total,2019-10,1530479
Total,total,2019-11,1533668
Total,total,2019-12,1724961
Total,total,2020-01,1688102
Total,total,2020-02,732966
Total,total,2020-03,240001
Total,total,2020-04,750
Total,total,2020-05,880
Total,total,2020-06,2171
Total,total,2020-07,6843
Total,total,2020-08,8912
Total,total,2020-09,9500
Total,total,2020-10,13399
Total,total,2020-11,14749
Total,total,2020-12,24170
Total,total,2021-01,23366
Total,total,2021-02,18141
Total,total,2021-03,27202
Total,total,2021-04,25737
Total,total,2021-05,14190
Total,total,2021-06,10029
Total,total,2021-07,18517
Total,total,2021-08,15887
Total,total,2021-09,19009
Total,total,2021-10,24006
Total,total,2021-11,41179
Total,total,2021-12,92796
Total,total,2022-01,57174
Total,total,2022-02,67765
Total,total,2022-03,121207
Total,total,2022-04,295095
Total,total,2022-05,418458
Total,total,2022-06,543733
Total,total,2022-07,726739
Total,total,2022-08,728744
Total,total,2022-09,782215
Total,total,2022-10,816833
Total,total,2022-11,816340
Total,total,2022-12,931337
Total,total,2023-01,931814
Total,total,2023-02,957844
Total,total,2023-03,1021040
Total,total,2023-04,1128610
Total,total,2023-05,1112512
Total,total,2023-06,1129310
Total,total,2023-07,1419642
Total,total,2023-08,1312693
Total,total,2023-09,1130762
Total,total,2023-10,1125964
Total,total,2023-11,1100459
Total,total,2023-12,1231565
Total,total,2024-01,1419956
Total,total,2024-02,1417807
Total,total,2024-03,1464865
Total,total,2024-04,1343319
Total,total,2024-05,1277160
Total,total,2024-06,1250293
Total,total,2024-07,1602603
Total,total,2024-08,1539828
Total,total,2024-09,1270681
Total,total,2024-10,1314493
Total,total,2024-11,1234698
Total,total,2024-12,1390641
Total,total,2025-01,1633495
Total,total,2025-02,1377513
Total,total,2025-03,1296605
Total,total,2025-04,1403644
Total,total,2025-05,1374170
Total,total,2025-06,1245947
Total,total,2025-07,1680771
Total,total,2025-08,1609320
Total,total,2025-09,1254347
Total,total,2025-10,1379079
Total,total,2025-11,1293508
Total,total,2025-12,1364161
Total,total,2026-01,1502908
Total,total,2026-02,1500995
Total,total,2026-03,1427790
Total,total,2026-04,1331602
Total,total,2026-05,1241168
Total,total,2026-06,1184526
Under 15 Years,group,2008-01,62049
Under 15 Years,group,2008-02,51348
Under 15 Years,group,2008-03,55635
Under 15 Years,group,2008-04,49330
Under 15 Years,group,2008-05,54648
Under 15 Years,group,2008-06,67356
Under 15 Years,group,2008-07,96209
Under 15 Years,group,2008-08,74194
Under 15 Years,group,2008-09,41785
Under 15 Years,group,2008-10,57802
Under 15 Years,group,2008-11,34998
Under 15 Years,group,2008-12,91341
Under 15 Years,group,2009-01,67172
Under 15 Years,group,2009-02,32558
Under 15 Years,group,2009-03,41522
Under 15 Years,group,2009-04,59748
Under 15 Years,group,2009-05,49382
Under 15 Years,group,2009-06,67929
Under 15 Years,group,2009-07,90249
Under 15 Years,group,2009-08,72299
Under 15 Years,group,2009-09,57192
Under 15 Years,group,2009-10,51583
Under 15 Years,group,2009-11,40857
Under 15 Years,group,2009-12,108205
Under 15 Years,group,2010-01,64508
Under 15 Years,group,2010-02,64018
Under 15 Years,group,2010-03,54093
Under 15 Years,group,2010-04,70404
Under 15 Years,group,2010-05,69810
Under 15 Years,group,2010-06,95854
Under 15 Years,group,2010-07,128663
Under 15 Years,group,2010-08,93130
Under 15 Years,group,2010-09,75780
Under 15 Years,group,2010-10,64650
Under 15 Years,group,2010-11,56240
Under 15 Years,group,2010-12,133186
Under 15 Years,group,2011-01,88703
Under 15 Years,group,2011-02,70734
Under 15 Years,group,2011-03,63209
Under 15 Years,group,2011-04,96914
Under 15 Years,group,2011-05,78644
Under 15 Years,group,2011-06,109017
Under 15 Years,group,2011-07,153479
Under 15 Years,group,2011-08,132744
Under 15 Years,group,2011-09,65427
Under 15 Years,group,2011-10,73643
Under 15 Years,group,2011-11,58451
Under 15 Years,group,2011-12,140283
Under 15 Years,group,2012-01,121478
Under 15 Years,group,2012-02,62105
Under 15 Years,group,2012-03,75655
Under 15 Years,group,2012-04,94766
Under 15 Years,group,2012-05,82524
Under 15 Years,group,2012-06,111830
Under 15 Years,group,2012-07,152739
Under 15 Years,group,2012-08,155823
Under 15 Years,group,2012-09,54566
Under 15 Years,group,2012-10,81524
Under 15 Years,group,2012-11,72070
Under 15 Years,group,2012-12,154349
Under 15 Years,group,2013-01,111277
Under 15 Years,group,2013-02,103164
Under 15 Years,group,2013-03,98002
Under 15 Years,group,2013-04,98713
Under 15 Years,group,2013-05,101019
Under 15 Years,group,2013-06,130289
Under 15 Years,group,2013-07,183900
Under 15 Years,group,2013-08,194289
Under 15 Years,group,2013-09,63913
Under 15 Years,group,2013-10,93547
Under 15 Years,group,2013-11,73478
Under 15 Years,group,2013-12,168716
Under 15 Years,group,2014-01,143843
Under 15 Years,group,2014-02,92866
Under 15 Years,group,2014-03,84662
Under 15 Years,group,2014-04,118875
Under 15 Years,group,2014-05,102705
Under 15 Years,group,2014-06,124916
Under 15 Years,group,2014-07,198253
Under 15 Years,group,2014-08,166000
Under 15 Years,group,2014-09,65447
Under 15 Years,group,2014-10,95111
Under 15 Years,group,2014-11,63512
Under 15 Years,group,2014-12,168483
Under 15 Years,group,2015-01,108935
Under 15 Years,group,2015-02,116407
Under 15 Years,group,2015-03,81074
Under 15 Years,group,2015-04,110283
Under 15 Years,group,2015-05,100766
Under 15 Years,group,2015-06,114518
Under 15 Years,group,2015-07,219582
Under 15 Years,group,2015-08,177320
Under 15 Years,group,2015-09,71574
Under 15 Years,group,2015-10,90059
Under 15 Years,group,2015-11,69576
Under 15 Years,group,2015-12,168817
Under 15 Years,group,2016-01,132605
Under 15 Years,group,2016-02,120253
Under 15 Years,group,2016-03,104082
Under 15 Years,group,2016-04,112380
Under 15 Years,group,2016-05,108185
Under 15 Years,group,2016-06,129230
Under 15 Years,group,2016-07,237561
Under 15 Years,group,2016-08,185571
Under 15 Years,group,2016-09,70770
Under 15 Years,group,2016-10,90736
Under 15 Years,group,2016-11,67551
Under 15 Years,group,2016-12,174627
Under 15 Years,group,2017-01,167118
Under 15 Years,group,2017-02,100786
Under 15 Years,group,2017-03,95631
Under 15 Years,group,2017-04,145020
Under 15 Years,group,2017-05,113458
Under 15 Years,group,2017-06,152882
Under 15 Years,group,2017-07,233123
Under 15 Years,group,2017-08,207655
Under 15 Years,group,2017-09,89587
Under 15 Years,group,2017-10,115209
Under 15 Years,group,2017-11,75484
Under 15 Years,group,2017-12,188362
Under 15 Years,group,2018-01,149119
Under 15 Years,group,2018-02,159863
Under 15 Years,group,2018-03,116945
Under 15 Years,group,2018-04,139981
Under 15 Years,group,2018-05,120815
Under 15 Years,group,2018-06,182074
Under 15 Years,group,2018-07,249662
Under 15 Years,group,2018-08,232589
Under 15 Years,group,2018-09,89118
Under 15 Years,group,2018-10,113755
Under 15 Years,group,2018-11,87119
Under 15 Years,group,2018-12,193722
Under 15 Years,group,2019-01,173757
Under 15 Years,group,2019-02,144422
Under 15 Years,group,2019-03,101953
Under 15 Years,group,2019-04,158899
Under 15 Years,group,2019-05,126558
Under 15 Years,group,2019-06,175067
Under 15 Years,group,2019-07,262823
Under 15 Years,group,2019-08,241351
Under 15 Years,group,2019-09,88920
Under 15 Years,group,2019-10,122619
Under 15 Years,group,2019-11,86838
Under 15 Years,group,2019-12,202226
Under 15 Years,group,2020-01,198131
Under 15 Years,group,2020-02,39303
Under 15 Years,group,2020-03,10462
Under 15 Years,group,2020-04,33
Under 15 Years,group,2020-05,32
Under 15 Years,group,2020-06,239
Under 15 Years,group,2020-07,1017
Under 15 Years,group,2020-08,943
Under 15 Years,group,2020-09,736
Under 15 Years,group,2020-10,826
Under 15 Years,group,2020-11,1009
Under 15 Years,group,2020-12,2089
Under 15 Years,group,2021-01,1410
Under 15 Years,group,2021-02,988
Under 15 Years,group,2021-03,1179
Under 15 Years,group,2021-04,1176
Under 15 Years,group,2021-05,459
Under 15 Years,group,2021-06,457
Under 15 Years,group,2021-07,1239
Under 15 Years,group,2021-08,1320
Under 15 Years,group,2021-09,1178
Under 15 Years,group,2021-10,1283
Under 15 Years,group,2021-11,2017
Under 15 Years,group,2021-12,5973
Under 15 Years,group,2022-01,3053
Under 15 Years,group,2022-02,3305
Under 15 Years,group,2022-03,6479
Under 15 Years,group,2022-04,25859
Under 15 Years,group,2022-05,32467
Under 15 Years,group,2022-06,54166
Under 15 Years,group,2022-07,78914
Under 15 Years,group,2022-08,64064
Under 15 Years,group,2022-09,50827
Under 15 Years,group,2022-10,63829
Under 15 Years,group,2022-11,48421
Under 15 Years,group,2022-12,123734
Under 15 Years,group,2023-01,98848
Under 15 Years,group,2023-02,65721
Under 15 Years,group,2023-03,74447
Under 15 Years,group,2023-04,130720
Under 15 Years,group,2023-05,86537
Under 15 Years,group,2023-06,127133
Under 15 Years,group,2023-07,213900
Under 15 Years,group,2023-08,169313
Under 15 Years,group,2023-09,76550
Under 15 Years,group,2023-10,90349
Under 15 Years,group,2023-11,67096
Under 15 Years,group,2023-12,147770
Under 15 Years,group,2024-01,141754
Under 15 Years,group,2024-02,146139
Under 15 Years,group,2024-03,100306
Under 15 Years,group,2024-04,129752
Under 15 Years,group,2024-05,100607
Under 15 Years,group,2024-06,136472
Under 15 Years,group,2024-07,246199
Under 15 Years,group,2024-08,205970
Under 15 Years,group,2024-09,79643
Under 15 Years,group,2024-10,101959
Under 15 Years,group,2024-11,70097
Under 15 Years,group,2024-12,162785
Under 15 Years,group,2025-01,198348
Under 15 Years,group,2025-02,117170
Under 15 Years,group,2025-03,90572
Under 15 Years,group,2025-04,150740
Under 15 Years,group,2025-05,109036
Under 15 Years,group,2025-06,130904
Under 15 Years,group,2025-07,242895
Under 15 Years,group,2025-08,211104
Under 15 Years,group,2025-09,83783
Under 15 Years,group,2025-10,104472
Under 15 Years,group,2025-11,69964
Under 15 Years,group,2025-12,161892
Under 15 Years,group,2026-01,149567
Under 15 Years,group,2026-02,165470
Under 15 Years,group,2026-03,127060
Under 15 Years,group,2026-04,139829
Under 15 Years,group,2026-05,113149
Under 15 Years,group,2026-06,122355
