series,level,freq,date,value
60 Days & Over (Number),group,monthly,2016-10,3258.0
60 Days & Over (Number),group,monthly,2016-11,3469.0
60 Days & Over (Number),group,monthly,2016-12,3477.0
60 Days & Over (Number),group,monthly,2017-01,3144.0
60 Days & Over (Number),group,monthly,2017-02,3431.0
60 Days & Over (Number),group,monthly,2017-03,3765.0
60 Days & Over (Number),group,monthly,2017-04,3356.0
60 Days & Over (Number),group,monthly,2017-05,3598.0
60 Days & Over (Number),group,monthly,2017-06,3680.0
60 Days & Over (Number),group,monthly,2017-07,3236.0
60 Days & Over (Number),group,monthly,2017-08,3569.0
60 Days & Over (Number),group,monthly,2017-09,3679.0
60 Days & Over (Number),group,monthly,2017-10,3121.0
60 Days & Over (Number),group,monthly,2017-11,3373.0
60 Days & Over (Number),group,monthly,2017-12,3032.0
60 Days & Over (Number),group,monthly,2018-01,3102.0
60 Days & Over (Number),group,monthly,2018-02,3102.0
60 Days & Over (Number),group,monthly,2018-03,4202.0
60 Days & Over (Number),group,monthly,2018-04,3195.0
60 Days & Over (Number),group,monthly,2018-05,3479.0
60 Days & Over (Number),group,monthly,2018-06,3813.0
60 Days & Over (Number),group,monthly,2018-07,2972.0
60 Days & Over (Number),group,monthly,2018-08,3467.0
60 Days & Over (Number),group,monthly,2018-09,3756.0
60 Days & Over (Number),group,monthly,2018-10,3129.0
60 Days & Over (Number),group,monthly,2018-11,3376.0
60 Days & Over (Number),group,monthly,2018-12,2893.0
60 Days & Over (Number),group,monthly,2019-01,3232.0
60 Days & Over (Number),group,monthly,2019-02,3382.0
60 Days & Over (Number),group,monthly,2019-03,4038.0
60 Days & Over (Number),group,monthly,2019-04,3364.0
60 Days & Over (Number),group,monthly,2019-05,3688.0
60 Days & Over (Number),group,monthly,2019-06,4182.0
60 Days & Over (Number),group,monthly,2019-07,3171.0
60 Days & Over (Number),group,monthly,2019-08,3522.0
60 Days & Over (Number),group,monthly,2019-09,3975.0
60 Days & Over (Number),group,monthly,2019-10,3250.0
60 Days & Over (Number),group,monthly,2019-11,3371.0
60 Days & Over (Number),group,monthly,2019-12,3138.0
60 Days & Over (Number),group,monthly,2020-01,2978.0
60 Days & Over (Number),group,monthly,2020-02,2849.0
60 Days & Over (Number),group,monthly,2020-03,3916.0
60 Days & Over (Number),group,monthly,2020-04,1268.0
60 Days & Over (Number),group,monthly,2020-05,2660.0
60 Days & Over (Number),group,monthly,2020-06,4387.0
60 Days & Over (Number),group,monthly,2020-07,2949.0
60 Days & Over (Number),group,monthly,2020-08,2335.0
60 Days & Over (Number),group,monthly,2020-09,1201.0
60 Days & Over (Number),group,monthly,2020-10,941.0
60 Days & Over (Number),group,monthly,2020-11,747.0
60 Days & Over (Number),group,monthly,2020-12,756.0
60 Days & Over (Number),group,monthly,2021-01,676.0
60 Days & Over (Number),group,monthly,2021-02,791.0
60 Days & Over (Number),group,monthly,2021-03,1321.0
60 Days & Over (Number),group,monthly,2021-04,1542.0
60 Days & Over (Number),group,monthly,2021-05,1287.0
60 Days & Over (Number),group,monthly,2021-06,1451.0
60 Days & Over (Number),group,monthly,2021-07,1410.0
60 Days & Over (Number),group,monthly,2021-08,1079.0
60 Days & Over (Number),group,monthly,2021-09,878.0
60 Days & Over (Number),group,monthly,2021-10,1272.0
60 Days & Over (Number),group,monthly,2021-11,738.0
60 Days & Over (Number),group,monthly,2021-12,773.0
60 Days & Over (Number),group,monthly,2022-01,918.0
60 Days & Over (Number),group,monthly,2022-02,2439.0
60 Days & Over (Number),group,monthly,2022-03,3074.0
60 Days & Over (Number),group,monthly,2022-04,3319.0
60 Days & Over (Number),group,monthly,2022-05,3347.0
60 Days & Over (Number),group,monthly,2022-06,4263.0
60 Days & Over (Number),group,monthly,2022-07,4737.0
60 Days & Over (Number),group,monthly,2022-08,4791.0
60 Days & Over (Number),group,monthly,2022-09,4238.0
60 Days & Over (Number),group,monthly,2022-10,3786.0
60 Days & Over (Number),group,monthly,2022-11,3732.0
60 Days & Over (Number),group,monthly,2022-12,3851.0
60 Days & Over (Number),group,monthly,2023-01,3679.0
60 Days & Over (Number),group,monthly,2023-02,3462.0
60 Days & Over (Number),group,monthly,2023-03,3769.0
60 Days & Over (Number),group,monthly,2023-04,3464.0
60 Days & Over (Number),group,monthly,2023-05,3615.0
60 Days & Over (Number),group,monthly,2023-06,3917.0
60 Days & Over (Number),group,monthly,2023-07,3081.0
60 Days & Over (Number),group,monthly,2023-08,3624.0
60 Days & Over (Number),group,monthly,2023-09,3589.0
60 Days & Over (Number),group,monthly,2023-10,3313.0
60 Days & Over (Number),group,monthly,2023-11,3099.0
60 Days & Over (Number),group,monthly,2023-12,3130.0
60 Days & Over (Number),group,monthly,2024-01,3116.0
60 Days & Over (Number),group,monthly,2024-02,3489.0
60 Days & Over (Number),group,monthly,2024-03,3981.0
60 Days & Over (Number),group,monthly,2024-04,3222.0
60 Days & Over (Number),group,monthly,2024-05,3399.0
60 Days & Over (Number),group,monthly,2024-06,3194.0
60 Days & Over (Number),group,monthly,2024-07,2601.0
60 Days & Over (Number),group,monthly,2024-08,3461.0
60 Days & Over (Number),group,monthly,2024-09,4431.0
60 Days & Over (Number),group,monthly,2024-10,4692.0
60 Days & Over (Number),group,monthly,2024-11,4851.0
60 Days & Over (Number),group,monthly,2024-12,4836.0
60 Days & Over (Number),group,monthly,2025-01,4187.0
60 Days & Over (Number),group,monthly,2025-02,4039.0
60 Days & Over (Number),group,monthly,2025-03,4079.0
60 Days & Over (Number),group,monthly,2025-04,3099.0
60 Days & Over (Number),group,monthly,2025-05,2737.0
60 Days & Over (Number),group,monthly,2025-06,3028.0
60 Days & Over (Number),group,monthly,2025-07,2635.0
60 Days & Over (Number),group,monthly,2025-08,2927.0
60 Days & Over (Number),group,monthly,2025-09,3027.0
60 Days & Over (Number),group,monthly,2025-10,2512.0
60 Days & Over (Number),group,monthly,2025-11,2315.0
60 Days & Over (Number),group,monthly,2025-12,2225.0
60 Days & Over (Number),group,monthly,2026-01,1947.0
60 Days & Over (Number),group,monthly,2026-02,1797.0
60 Days & Over (Number),group,monthly,2026-03,2401.0
60 Days & Over (Number),group,monthly,2026-04,2225.0
60 Days & Over (Number),group,monthly,2026-05,2090.0
60 Days & Over (Number),group,monthly,2026-06,2020.0
7 Days (Number),group,monthly,2008-01,15343.0
7 Days (Number),group,monthly,2008-02,12230.0
7 Days (Number),group,monthly,2008-03,14667.0
7 Days (Number),group,monthly,2008-04,12856.0
7 Days (Number),group,monthly,2008-05,12930.0
7 Days (Number),group,monthly,2008-06,14657.0
7 Days (Number),group,monthly,2008-07,18015.0
7 Days (Number),group,monthly,2008-08,16403.0
7 Days (Number),group,monthly,2008-09,11411.0
7 Days (Number),group,monthly,2008-10,16400.0
7 Days (Number),group,monthly,2008-11,12516.0
7 Days (Number),group,monthly,2008-12,15174.0
7 Days (Number),group,monthly,2009-01,16360.0
7 Days (Number),group,monthly,2009-02,10714.0
7 Days (Number),group,monthly,2009-03,12740.0
7 Days (Number),group,monthly,2009-04,12585.0
7 Days (Number),group,monthly,2009-05,12109.0
7 Days (Number),group,monthly,2009-06,14411.0
7 Days (Number),group,monthly,2009-07,18111.0
7 Days (Number),group,monthly,2009-08,15481.0
7 Days (Number),group,monthly,2009-09,14907.0
7 Days (Number),group,monthly,2009-10,14518.0
7 Days (Number),group,monthly,2009-11,12857.0
7 Days (Number),group,monthly,2009-12,16297.0
7 Days (Number),group,monthly,2010-01,16754.0
7 Days (Number),group,monthly,2010-02,13821.0
7 Days (Number),group,monthly,2010-03,14283.0
7 Days (Number),group,monthly,2010-04,16061.0
7 Days (Number),group,monthly,2010-05,16216.0
7 Days (Number),group,monthly,2010-06,19250.0
7 Days (Number),group,monthly,2010-07,21262.0
7 Days (Number),group,monthly,2010-08,18501.0
7 Days (Number),group,monthly,2010-09,18144.0
7 Days (Number),group,monthly,2010-10,15725.0
7 Days (Number),group,monthly,2010-11,15273.0
7 Days (Number),group,monthly,2010-12,19041.0
7 Days (Number),group,monthly,2011-01,20704.0
7 Days (Number),group,monthly,2011-02,15754.0
7 Days (Number),group,monthly,2011-03,16954.0
7 Days (Number),group,monthly,2011-04,17514.0
7 Days (Number),group,monthly,2011-05,17381.0
7 Days (Number),group,monthly,2011-06,19510.0
7 Days (Number),group,monthly,2011-07,25308.0
7 Days (Number),group,monthly,2011-08,19625.0
7 Days (Number),group,monthly,2011-09,19674.0
7 Days (Number),group,monthly,2011-10,17761.0
7 Days (Number),group,monthly,2011-11,17018.0
7 Days (Number),group,monthly,2011-12,19554.0
7 Days (Number),group,monthly,2012-01,23738.0
7 Days (Number),group,monthly,2012-02,16383.0
7 Days (Number),group,monthly,2012-03,17712.0
7 Days (Number),group,monthly,2012-04,19070.0
7 Days (Number),group,monthly,2012-05,17648.0
7 Days (Number),group,monthly,2012-06,19277.0
7 Days (Number),group,monthly,2012-07,24111.0
7 Days (Number),group,monthly,2012-08,22480.0
7 Days (Number),group,monthly,2012-09,16463.0
7 Days (Number),group,monthly,2012-10,17983.0
7 Days (Number),group,monthly,2012-11,16487.0
7 Days (Number),group,monthly,2012-12,21024.0
7 Days (Number),group,monthly,2013-01,22285.0
7 Days (Number),group,monthly,2013-02,18744.0
7 Days (Number),group,monthly,2013-03,18665.0
7 Days (Number),group,monthly,2013-04,18943.0
7 Days (Number),group,monthly,2013-05,18234.0
7 Days (Number),group,monthly,2013-06,20506.0
7 Days (Number),group,monthly,2013-07,24015.0
7 Days (Number),group,monthly,2013-08,26741.0
7 Days (Number),group,monthly,2013-09,17360.0
7 Days (Number),group,monthly,2013-10,20527.0
7 Days (Number),group,monthly,2013-11,18069.0
7 Days (Number),group,monthly,2013-12,21798.0
7 Days (Number),group,monthly,2014-01,25177.0
7 Days (Number),group,monthly,2014-02,20370.0
7 Days (Number),group,monthly,2014-03,20488.0
7 Days (Number),group,monthly,2014-04,21595.0
7 Days (Number),group,monthly,2014-05,20961.0
7 Days (Number),group,monthly,2014-06,21927.0
7 Days (Number),group,monthly,2014-07,27123.0
7 Days (Number),group,monthly,2014-08,27208.0
7 Days (Number),group,monthly,2014-09,18501.0
7 Days (Number),group,monthly,2014-10,20967.0
7 Days (Number),group,monthly,2014-11,17848.0
7 Days (Number),group,monthly,2014-12,22387.0
7 Days (Number),group,monthly,2015-01,25385.0
7 Days (Number),group,monthly,2015-02,21928.0
7 Days (Number),group,monthly,2015-03,19767.0
7 Days (Number),group,monthly,2015-04,21272.0
7 Days (Number),group,monthly,2015-05,20606.0
7 Days (Number),group,monthly,2015-06,21913.0
7 Days (Number),group,monthly,2015-07,29283.0
7 Days (Number),group,monthly,2015-08,27366.0
7 Days (Number),group,monthly,2015-09,18766.0
7 Days (Number),group,monthly,2015-10,22476.0
7 Days (Number),group,monthly,2015-11,19281.0
7 Days (Number),group,monthly,2015-12,22617.0
7 Days (Number),group,monthly,2016-01,27076.0
7 Days (Number),group,monthly,2016-02,24306.0
7 Days (Number),group,monthly,2016-03,21297.0
7 Days (Number),group,monthly,2016-04,23443.0
7 Days (Number),group,monthly,2016-05,22923.0
7 Days (Number),group,monthly,2016-06,21834.0
7 Days (Number),group,monthly,2016-07,33445.0
7 Days (Number),group,monthly,2016-08,27274.0
7 Days (Number),group,monthly,2016-09,19776.0
7 Days (Number),group,monthly,2016-10,21688.0
7 Days (Number),group,monthly,2016-11,18611.0
7 Days (Number),group,monthly,2016-12,24708.0
7 Days (Number),group,monthly,2017-01,28817.0
7 Days (Number),group,monthly,2017-02,27040.0
7 Days (Number),group,monthly,2017-03,21816.0
7 Days (Number),group,monthly,2017-04,26021.0
7 Days (Number),group,monthly,2017-05,22495.0
7 Days (Number),group,monthly,2017-06,26251.0
7 Days (Number),group,monthly,2017-07,34806.0
7 Days (Number),group,monthly,2017-08,29785.0
7 Days (Number),group,monthly,2017-09,22560.0
7 Days (Number),group,monthly,2017-10,25800.0
7 Days (Number),group,monthly,2017-11,21007.0
7 Days (Number),group,monthly,2017-12,27416.0
7 Days (Number),group,monthly,2018-01,30001.0
7 Days (Number),group,monthly,2018-02,29333.0
7 Days (Number),group,monthly,2018-03,25283.0
7 Days (Number),group,monthly,2018-04,27236.0
7 Days (Number),group,monthly,2018-05,25787.0
7 Days (Number),group,monthly,2018-06,28573.0
7 Days (Number),group,monthly,2018-07,35457.0
7 Days (Number),group,monthly,2018-08,32548.0
7 Days (Number),group,monthly,2018-09,24366.0
7 Days (Number),group,monthly,2018-10,26535.0
7 Days (Number),group,monthly,2018-11,22568.0
7 Days (Number),group,monthly,2018-12,27269.0
7 Days (Number),group,monthly,2019-01,31385.0
7 Days (Number),group,monthly,2019-02,29817.0
7 Days (Number),group,monthly,2019-03,25313.0
7 Days (Number),group,monthly,2019-04,27394.0
7 Days (Number),group,monthly,2019-05,25959.0
7 Days (Number),group,monthly,2019-06,31037.0
7 Days (Number),group,monthly,2019-07,36835.0
7 Days (Number),group,monthly,2019-08,37014.0
7 Days (Number),group,monthly,2019-09,25985.0
7 Days (Number),group,monthly,2019-10,27575.0
7 Days (Number),group,monthly,2019-11,25239.0
7 Days (Number),group,monthly,2019-12,29824.0
7 Days (Number),group,monthly,2020-01,38091.0
7 Days (Number),group,monthly,2020-02,13726.0
7 Days (Number),group,monthly,2020-03,4972.0
7 Days (Number),group,monthly,2020-04,2.0
7 Days (Number),group,monthly,2020-05,1.0
7 Days (Number),group,monthly,2020-06,0.0
7 Days (Number),group,monthly,2020-07,4.0
7 Days (Number),group,monthly,2020-08,9.0
7 Days (Number),group,monthly,2020-09,30.0
7 Days (Number),group,monthly,2020-10,60.0
7 Days (Number),group,monthly,2020-11,124.0
7 Days (Number),group,monthly,2020-12,258.0
7 Days (Number),group,monthly,2021-01,162.0
7 Days (Number),group,monthly,2021-02,114.0
7 Days (Number),group,monthly,2021-03,250.0
7 Days (Number),group,monthly,2021-04,161.0
7 Days (Number),group,monthly,2021-05,340.0
7 Days (Number),group,monthly,2021-06,61.0
7 Days (Number),group,monthly,2021-07,89.0
7 Days (Number),group,monthly,2021-08,288.0
7 Days (Number),group,monthly,2021-09,215.0
7 Days (Number),group,monthly,2021-10,298.0
7 Days (Number),group,monthly,2021-11,680.0
7 Days (Number),group,monthly,2021-12,1551.0
7 Days (Number),group,monthly,2022-01,1351.0
7 Days (Number),group,monthly,2022-02,2190.0
7 Days (Number),group,monthly,2022-03,4174.0
7 Days (Number),group,monthly,2022-04,11212.0
7 Days (Number),group,monthly,2022-05,18550.0
7 Days (Number),group,monthly,2022-06,18441.0
7 Days (Number),group,monthly,2022-07,23829.0
7 Days (Number),group,monthly,2022-08,19651.0
7 Days (Number),group,monthly,2022-09,19442.0
7 Days (Number),group,monthly,2022-10,28066.0
7 Days (Number),group,monthly,2022-11,21826.0
7 Days (Number),group,monthly,2022-12,23623.0
7 Days (Number),group,monthly,2023-01,25254.0
7 Days (Number),group,monthly,2023-02,19742.0
7 Days (Number),group,monthly,2023-03,22532.0
7 Days (Number),group,monthly,2023-04,26305.0
7 Days (Number),group,monthly,2023-05,25947.0
7 Days (Number),group,monthly,2023-06,25043.0
7 Days (Number),group,monthly,2023-07,37887.0
7 Days (Number),group,monthly,2023-08,32983.0
7 Days (Number),group,monthly,2023-09,25955.0
7 Days (Number),group,monthly,2023-10,24014.0
7 Days (Number),group,monthly,2023-11,21058.0
7 Days (Number),group,monthly,2023-12,25082.0
7 Days (Number),group,monthly,2024-01,28002.0
7 Days (Number),group,monthly,2024-02,28086.0
7 Days (Number),group,monthly,2024-03,26292.0
7 Days (Number),group,monthly,2024-04,27137.0
7 Days (Number),group,monthly,2024-05,27361.0
7 Days (Number),group,monthly,2024-06,26335.0
7 Days (Number),group,monthly,2024-07,37015.0
7 Days (Number),group,monthly,2024-08,34117.0
7 Days (Number),group,monthly,2024-09,26195.0
7 Days (Number),group,monthly,2024-10,25327.0
7 Days (Number),group,monthly,2024-11,23729.0
7 Days (Number),group,monthly,2024-12,26406.0
7 Days (Number),group,monthly,2025-01,31640.0
7 Days (Number),group,monthly,2025-02,27230.0
7 Days (Number),group,monthly,2025-03,22957.0
7 Days (Number),group,monthly,2025-04,29309.0
7 Days (Number),group,monthly,2025-05,24144.0
7 Days (Number),group,monthly,2025-06,25494.0
7 Days (Number),group,monthly,2025-07,35273.0
7 Days (Number),group,monthly,2025-08,36843.0
7 Days (Number),group,monthly,2025-09,22084.0
7 Days (Number),group,monthly,2025-10,29263.0
7 Days (Number),group,monthly,2025-11,24080.0
7 Days (Number),group,monthly,2025-12,26045.0
7 Days (Number),group,monthly,2026-01,31077.0
7 Days (Number),group,monthly,2026-02,31037.0
7 Days (Number),group,monthly,2026-03,25678.0
7 Days (Number),group,monthly,2026-04,24843.0
7 Days (Number),group,monthly,2026-05,23469.0
7 Days (Number),group,monthly,2026-06,23226.0
8-10 Days (Number),group,monthly,2008-01,24108.0
8-10 Days (Number),group,monthly,2008-02,18751.0
8-10 Days (Number),group,monthly,2008-03,19938.0
8-10 Days (Number),group,monthly,2008-04,18121.0
8-10 Days (Number),group,monthly,2008-05,18716.0
8-10 Days (Number),group,monthly,2008-06,20094.0
8-10 Days (Number),group,monthly,2008-07,24880.0
8-10 Days (Number),group,monthly,2008-08,22308.0
8-10 Days (Number),group,monthly,2008-09,16320.0
8-10 Days (Number),group,monthly,2008-10,22528.0
8-10 Days (Number),group,monthly,2008-11,16865.0
8-10 Days (Number),group,monthly,2008-12,21191.0
8-10 Days (Number),group,monthly,2009-01,24288.0
8-10 Days (Number),group,monthly,2009-02,16172.0
8-10 Days (Number),group,monthly,2009-03,17186.0
8-10 Days (Number),group,monthly,2009-04,19345.0
8-10 Days (Number),group,monthly,2009-05,17469.0
8-10 Days (Number),group,monthly,2009-06,20375.0
8-10 Days (Number),group,monthly,2009-07,24316.0
8-10 Days (Number),group,monthly,2009-08,21767.0
8-10 Days (Number),group,monthly,2009-09,20864.0
8-10 Days (Number),group,monthly,2009-10,20051.0
8-10 Days (Number),group,monthly,2009-11,18736.0
8-10 Days (Number),group,monthly,2009-12,23219.0
8-10 Days (Number),group,monthly,2010-01,27348.0
8-10 Days (Number),group,monthly,2010-02,20557.0
8-10 Days (Number),group,monthly,2010-03,20143.0
8-10 Days (Number),group,monthly,2010-04,22837.0
8-10 Days (Number),group,monthly,2010-05,21864.0
8-10 Days (Number),group,monthly,2010-06,25974.0
8-10 Days (Number),group,monthly,2010-07,28177.0
8-10 Days (Number),group,monthly,2010-08,25854.0
8-10 Days (Number),group,monthly,2010-09,24049.0
8-10 Days (Number),group,monthly,2010-10,21958.0
8-10 Days (Number),group,monthly,2010-11,20582.0
8-10 Days (Number),group,monthly,2010-12,25911.0
8-10 Days (Number),group,monthly,2011-01,31783.0
8-10 Days (Number),group,monthly,2011-02,23310.0
8-10 Days (Number),group,monthly,2011-03,23611.0
8-10 Days (Number),group,monthly,2011-04,24850.0
8-10 Days (Number),group,monthly,2011-05,24203.0
8-10 Days (Number),group,monthly,2011-06,25587.0
8-10 Days (Number),group,monthly,2011-07,33905.0
8-10 Days (Number),group,monthly,2011-08,26934.0
8-10 Days (Number),group,monthly,2011-09,26755.0
8-10 Days (Number),group,monthly,2011-10,23761.0
8-10 Days (Number),group,monthly,2011-11,23575.0
8-10 Days (Number),group,monthly,2011-12,27029.0
8-10 Days (Number),group,monthly,2012-01,38198.0
8-10 Days (Number),group,monthly,2012-02,22746.0
8-10 Days (Number),group,monthly,2012-03,23799.0
8-10 Days (Number),group,monthly,2012-04,26877.0
8-10 Days (Number),group,monthly,2012-05,24017.0
8-10 Days (Number),group,monthly,2012-06,25981.0
8-10 Days (Number),group,monthly,2012-07,31383.0
8-10 Days (Number),group,monthly,2012-08,30951.0
8-10 Days (Number),group,monthly,2012-09,22242.0
8-10 Days (Number),group,monthly,2012-10,23604.0
8-10 Days (Number),group,monthly,2012-11,22324.0
8-10 Days (Number),group,monthly,2012-12,27925.0
8-10 Days (Number),group,monthly,2013-01,33736.0
8-10 Days (Number),group,monthly,2013-02,25392.0
8-10 Days (Number),group,monthly,2013-03,25070.0
8-10 Days (Number),group,monthly,2013-04,26589.0
8-10 Days (Number),group,monthly,2013-05,25632.0
8-10 Days (Number),group,monthly,2013-06,26654.0
8-10 Days (Number),group,monthly,2013-07,31643.0
8-10 Days (Number),group,monthly,2013-08,35666.0
8-10 Days (Number),group,monthly,2013-09,24166.0
8-10 Days (Number),group,monthly,2013-10,26325.0
8-10 Days (Number),group,monthly,2013-11,23221.0
8-10 Days (Number),group,monthly,2013-12,29475.0
8-10 Days (Number),group,monthly,2014-01,36381.0
8-10 Days (Number),group,monthly,2014-02,28856.0
8-10 Days (Number),group,monthly,2014-03,26138.0
8-10 Days (Number),group,monthly,2014-04,29432.0
8-10 Days (Number),group,monthly,2014-05,27100.0
8-10 Days (Number),group,monthly,2014-06,29347.0
8-10 Days (Number),group,monthly,2014-07,34011.0
8-10 Days (Number),group,monthly,2014-08,35959.0
8-10 Days (Number),group,monthly,2014-09,24746.0
8-10 Days (Number),group,monthly,2014-10,27247.0
8-10 Days (Number),group,monthly,2014-11,23273.0
8-10 Days (Number),group,monthly,2014-12,29468.0
8-10 Days (Number),group,monthly,2015-01,35604.0
8-10 Days (Number),group,monthly,2015-02,28327.0
8-10 Days (Number),group,monthly,2015-03,26096.0
8-10 Days (Number),group,monthly,2015-04,28618.0
8-10 Days (Number),group,monthly,2015-05,26965.0
8-10 Days (Number),group,monthly,2015-06,30248.0
8-10 Days (Number),group,monthly,2015-07,37043.0
8-10 Days (Number),group,monthly,2015-08,35088.0
8-10 Days (Number),group,monthly,2015-09,24355.0
8-10 Days (Number),group,monthly,2015-10,26702.0
8-10 Days (Number),group,monthly,2015-11,24753.0
8-10 Days (Number),group,monthly,2015-12,30772.0
8-10 Days (Number),group,monthly,2016-01,37311.0
8-10 Days (Number),group,monthly,2016-02,31433.0
8-10 Days (Number),group,monthly,2016-03,26452.0
8-10 Days (Number),group,monthly,2016-04,29028.0
8-10 Days (Number),group,monthly,2016-05,28854.0
8-10 Days (Number),group,monthly,2016-06,27622.0
8-10 Days (Number),group,monthly,2016-07,40456.0
8-10 Days (Number),group,monthly,2016-08,33078.0
8-10 Days (Number),group,monthly,2016-09,24797.0
8-10 Days (Number),group,monthly,2016-10,27018.0
8-10 Days (Number),group,monthly,2016-11,24591.0
8-10 Days (Number),group,monthly,2016-12,30488.0
8-10 Days (Number),group,monthly,2017-01,40952.0
8-10 Days (Number),group,monthly,2017-02,31169.0
8-10 Days (Number),group,monthly,2017-03,26609.0
8-10 Days (Number),group,monthly,2017-04,32387.0
8-10 Days (Number),group,monthly,2017-05,29166.0
8-10 Days (Number),group,monthly,2017-06,30299.0
8-10 Days (Number),group,monthly,2017-07,41265.0
8-10 Days (Number),group,monthly,2017-08,34302.0
8-10 Days (Number),group,monthly,2017-09,26264.0
8-10 Days (Number),group,monthly,2017-10,30372.0
8-10 Days (Number),group,monthly,2017-11,25948.0
8-10 Days (Number),group,monthly,2017-12,33737.0
8-10 Days (Number),group,monthly,2018-01,41094.0
8-10 Days (Number),group,monthly,2018-02,34379.0
8-10 Days (Number),group,monthly,2018-03,29840.0
8-10 Days (Number),group,monthly,2018-04,32482.0
8-10 Days (Number),group,monthly,2018-05,30032.0
8-10 Days (Number),group,monthly,2018-06,35727.0
8-10 Days (Number),group,monthly,2018-07,39585.0
8-10 Days (Number),group,monthly,2018-08,37403.0
8-10 Days (Number),group,monthly,2018-09,28120.0
8-10 Days (Number),group,monthly,2018-10,30831.0
8-10 Days (Number),group,monthly,2018-11,26797.0
8-10 Days (Number),group,monthly,2018-12,32077.0
8-10 Days (Number),group,monthly,2019-01,42050.0
8-10 Days (Number),group,monthly,2019-02,34277.0
8-10 Days (Number),group,monthly,2019-03,29512.0
8-10 Days (Number),group,monthly,2019-04,32418.0
8-10 Days (Number),group,monthly,2019-05,30284.0
8-10 Days (Number),group,monthly,2019-06,36363.0
8-10 Days (Number),group,monthly,2019-07,42291.0
8-10 Days (Number),group,monthly,2019-08,40681.0
8-10 Days (Number),group,monthly,2019-09,29915.0
8-10 Days (Number),group,monthly,2019-10,31812.0
8-10 Days (Number),group,monthly,2019-11,28676.0
8-10 Days (Number),group,monthly,2019-12,34696.0
8-10 Days (Number),group,monthly,2020-01,47929.0
8-10 Days (Number),group,monthly,2020-02,21183.0
8-10 Days (Number),group,monthly,2020-03,8140.0
8-10 Days (Number),group,monthly,2020-04,0.0
8-10 Days (Number),group,monthly,2020-05,0.0
8-10 Days (Number),group,monthly,2020-06,6.0
8-10 Days (Number),group,monthly,2020-07,4.0
8-10 Days (Number),group,monthly,2020-08,15.0
8-10 Days (Number),group,monthly,2020-09,48.0
8-10 Days (Number),group,monthly,2020-10,87.0
8-10 Days (Number),group,monthly,2020-11,138.0
8-10 Days (Number),group,monthly,2020-12,331.0
8-10 Days (Number),group,monthly,2021-01,231.0
8-10 Days (Number),group,monthly,2021-02,219.0
8-10 Days (Number),group,monthly,2021-03,189.0
8-10 Days (Number),group,monthly,2021-04,232.0
8-10 Days (Number),group,monthly,2021-05,181.0
8-10 Days (Number),group,monthly,2021-06,38.0
8-10 Days (Number),group,monthly,2021-07,84.0
8-10 Days (Number),group,monthly,2021-08,160.0
8-10 Days (Number),group,monthly,2021-09,217.0
8-10 Days (Number),group,monthly,2021-10,360.0
8-10 Days (Number),group,monthly,2021-11,1053.0
8-10 Days (Number),group,monthly,2021-12,2933.0
8-10 Days (Number),group,monthly,2022-01,3000.0
8-10 Days (Number),group,monthly,2022-02,3842.0
8-10 Days (Number),group,monthly,2022-03,6643.0
8-10 Days (Number),group,monthly,2022-04,16002.0
8-10 Days (Number),group,monthly,2022-05,25306.0
8-10 Days (Number),group,monthly,2022-06,24591.0
8-10 Days (Number),group,monthly,2022-07,30521.0
8-10 Days (Number),group,monthly,2022-08,26013.0
8-10 Days (Number),group,monthly,2022-09,24410.0
8-10 Days (Number),group,monthly,2022-10,33328.0
8-10 Days (Number),group,monthly,2022-11,25531.0
8-10 Days (Number),group,monthly,2022-12,30056.0
8-10 Days (Number),group,monthly,2023-01,38619.0
8-10 Days (Number),group,monthly,2023-02,23772.0
8-10 Days (Number),group,monthly,2023-03,27885.0
8-10 Days (Number),group,monthly,2023-04,32731.0
8-10 Days (Number),group,monthly,2023-05,31100.0
8-10 Days (Number),group,monthly,2023-06,31252.0
8-10 Days (Number),group,monthly,2023-07,43611.0
8-10 Days (Number),group,monthly,2023-08,39565.0
8-10 Days (Number),group,monthly,2023-09,29818.0
8-10 Days (Number),group,monthly,2023-10,29618.0
8-10 Days (Number),group,monthly,2023-11,26251.0
8-10 Days (Number),group,monthly,2023-12,31446.0
8-10 Days (Number),group,monthly,2024-01,36776.0
8-10 Days (Number),group,monthly,2024-02,35104.0
8-10 Days (Number),group,monthly,2024-03,30928.0
8-10 Days (Number),group,monthly,2024-04,34043.0
8-10 Days (Number),group,monthly,2024-05,31810.0
8-10 Days (Number),group,monthly,2024-06,32371.0
8-10 Days (Number),group,monthly,2024-07,42203.0
8-10 Days (Number),group,monthly,2024-08,38727.0
8-10 Days (Number),group,monthly,2024-09,31563.0
8-10 Days (Number),group,monthly,2024-10,30015.0
8-10 Days (Number),group,monthly,2024-11,28144.0
8-10 Days (Number),group,monthly,2024-12,33320.0
8-10 Days (Number),group,monthly,2025-01,40165.0
8-10 Days (Number),group,monthly,2025-02,33778.0
8-10 Days (Number),group,monthly,2025-03,28415.0
8-10 Days (Number),group,monthly,2025-04,35947.0
8-10 Days (Number),group,monthly,2025-05,30384.0
8-10 Days (Number),group,monthly,2025-06,32590.0
8-10 Days (Number),group,monthly,2025-07,41982.0
8-10 Days (Number),group,monthly,2025-08,43266.0
8-10 Days (Number),group,monthly,2025-09,27485.0
