series,level,freq,date,value
3 Days (Number),group,monthly,2024-05,195839.0
3 Days (Number),group,monthly,2024-06,183440.0
3 Days (Number),group,monthly,2024-07,247681.0
3 Days (Number),group,monthly,2024-08,245851.0
3 Days (Number),group,monthly,2024-09,198257.0
3 Days (Number),group,monthly,2024-10,212872.0
3 Days (Number),group,monthly,2024-11,189522.0
3 Days (Number),group,monthly,2024-12,196099.0
3 Days (Number),group,monthly,2025-01,236289.0
3 Days (Number),group,monthly,2025-02,214128.0
3 Days (Number),group,monthly,2025-03,193794.0
3 Days (Number),group,monthly,2025-04,209305.0
3 Days (Number),group,monthly,2025-05,218644.0
3 Days (Number),group,monthly,2025-06,193705.0
3 Days (Number),group,monthly,2025-07,252722.0
3 Days (Number),group,monthly,2025-08,264922.0
3 Days (Number),group,monthly,2025-09,192107.0
3 Days (Number),group,monthly,2025-10,216564.0
3 Days (Number),group,monthly,2025-11,200833.0
3 Days (Number),group,monthly,2025-12,196957.0
3 Days (Number),group,monthly,2026-01,224334.0
3 Days (Number),group,monthly,2026-02,225493.0
3 Days (Number),group,monthly,2026-03,213376.0
3 Days (Number),group,monthly,2026-04,187121.0
3 Days (Number),group,monthly,2026-05,185968.0
3 Days (Number),group,monthly,2026-06,168598.0
30-59 Days (Number),group,monthly,2008-01,12191.0
30-59 Days (Number),group,monthly,2008-02,10363.0
30-59 Days (Number),group,monthly,2008-03,8989.0
30-59 Days (Number),group,monthly,2008-04,11050.0
30-59 Days (Number),group,monthly,2008-05,11334.0
30-59 Days (Number),group,monthly,2008-06,12332.0
30-59 Days (Number),group,monthly,2008-07,11091.0
30-59 Days (Number),group,monthly,2008-08,15080.0
30-59 Days (Number),group,monthly,2008-09,11618.0
30-59 Days (Number),group,monthly,2008-10,10772.0
30-59 Days (Number),group,monthly,2008-11,11554.0
30-59 Days (Number),group,monthly,2008-12,10987.0
30-59 Days (Number),group,monthly,2009-01,13080.0
30-59 Days (Number),group,monthly,2009-02,10216.0
30-59 Days (Number),group,monthly,2009-03,10343.0
30-59 Days (Number),group,monthly,2009-04,12550.0
30-59 Days (Number),group,monthly,2009-05,11231.0
30-59 Days (Number),group,monthly,2009-06,11435.0
30-59 Days (Number),group,monthly,2009-07,9322.0
30-59 Days (Number),group,monthly,2009-08,12785.0
30-59 Days (Number),group,monthly,2009-09,10186.0
30-59 Days (Number),group,monthly,2009-10,9175.0
30-59 Days (Number),group,monthly,2009-11,10215.0
30-59 Days (Number),group,monthly,2009-12,9737.0
30-59 Days (Number),group,monthly,2010-01,11612.0
30-59 Days (Number),group,monthly,2010-02,10770.0
30-59 Days (Number),group,monthly,2010-03,9889.0
30-59 Days (Number),group,monthly,2010-04,11346.0
30-59 Days (Number),group,monthly,2010-05,11222.0
30-59 Days (Number),group,monthly,2010-06,12419.0
30-59 Days (Number),group,monthly,2010-07,10337.0
30-59 Days (Number),group,monthly,2010-08,13983.0
30-59 Days (Number),group,monthly,2010-09,11099.0
30-59 Days (Number),group,monthly,2010-10,8997.0
30-59 Days (Number),group,monthly,2010-11,10029.0
30-59 Days (Number),group,monthly,2010-12,8964.0
30-59 Days (Number),group,monthly,2011-01,11629.0
30-59 Days (Number),group,monthly,2011-02,10126.0
30-59 Days (Number),group,monthly,2011-03,9388.0
30-59 Days (Number),group,monthly,2011-04,12077.0
30-59 Days (Number),group,monthly,2011-05,11830.0
30-59 Days (Number),group,monthly,2011-06,12370.0
30-59 Days (Number),group,monthly,2011-07,10434.0
30-59 Days (Number),group,monthly,2011-08,13952.0
30-59 Days (Number),group,monthly,2011-09,11233.0
30-59 Days (Number),group,monthly,2011-10,9554.0
30-59 Days (Number),group,monthly,2011-11,11063.0
30-59 Days (Number),group,monthly,2011-12,9880.0
30-59 Days (Number),group,monthly,2012-01,12403.0
30-59 Days (Number),group,monthly,2012-02,10925.0
30-59 Days (Number),group,monthly,2012-03,9815.0
30-59 Days (Number),group,monthly,2012-04,12359.0
30-59 Days (Number),group,monthly,2012-05,11571.0
30-59 Days (Number),group,monthly,2012-06,13428.0
30-59 Days (Number),group,monthly,2012-07,10788.0
30-59 Days (Number),group,monthly,2012-08,14365.0
30-59 Days (Number),group,monthly,2012-09,11448.0
30-59 Days (Number),group,monthly,2012-10,9683.0
30-59 Days (Number),group,monthly,2012-11,10864.0
30-59 Days (Number),group,monthly,2012-12,9876.0
30-59 Days (Number),group,monthly,2013-01,12259.0
30-59 Days (Number),group,monthly,2013-02,11418.0
30-59 Days (Number),group,monthly,2013-03,10464.0
30-59 Days (Number),group,monthly,2013-04,11738.0
30-59 Days (Number),group,monthly,2013-05,12378.0
30-59 Days (Number),group,monthly,2013-06,13836.0
30-59 Days (Number),group,monthly,2013-07,10676.0
30-59 Days (Number),group,monthly,2013-08,14942.0
30-59 Days (Number),group,monthly,2013-09,11784.0
30-59 Days (Number),group,monthly,2013-10,9983.0
30-59 Days (Number),group,monthly,2013-11,11836.0
30-59 Days (Number),group,monthly,2013-12,9973.0
30-59 Days (Number),group,monthly,2014-01,13175.0
30-59 Days (Number),group,monthly,2014-02,12007.0
30-59 Days (Number),group,monthly,2014-03,10834.0
30-59 Days (Number),group,monthly,2014-04,13650.0
30-59 Days (Number),group,monthly,2014-05,12993.0
30-59 Days (Number),group,monthly,2014-06,14758.0
30-59 Days (Number),group,monthly,2014-07,9759.0
30-59 Days (Number),group,monthly,2014-08,14791.0
30-59 Days (Number),group,monthly,2014-09,10676.0
30-59 Days (Number),group,monthly,2014-10,8534.0
30-59 Days (Number),group,monthly,2014-11,10782.0
30-59 Days (Number),group,monthly,2014-12,8950.0
30-59 Days (Number),group,monthly,2015-01,11324.0
30-59 Days (Number),group,monthly,2015-02,10225.0
30-59 Days (Number),group,monthly,2015-03,9887.0
30-59 Days (Number),group,monthly,2015-04,10142.0
30-59 Days (Number),group,monthly,2015-05,10550.0
30-59 Days (Number),group,monthly,2015-06,11690.0
30-59 Days (Number),group,monthly,2015-07,8806.0
30-59 Days (Number),group,monthly,2015-08,12326.0
30-59 Days (Number),group,monthly,2015-09,8459.0
30-59 Days (Number),group,monthly,2015-10,7446.0
30-59 Days (Number),group,monthly,2015-11,8485.0
30-59 Days (Number),group,monthly,2015-12,7723.0
30-59 Days (Number),group,monthly,2016-01,9998.0
30-59 Days (Number),group,monthly,2016-02,9750.0
30-59 Days (Number),group,monthly,2016-03,8490.0
30-59 Days (Number),group,monthly,2016-04,9089.0
30-59 Days (Number),group,monthly,2016-05,10559.0
30-59 Days (Number),group,monthly,2016-06,11395.0
30-59 Days (Number),group,monthly,2016-07,9212.0
30-59 Days (Number),group,monthly,2016-08,11510.0
30-59 Days (Number),group,monthly,2016-09,8303.0
30-59 Days (Number),group,monthly,2016-10,7269.0
30-59 Days (Number),group,monthly,2016-11,7943.0
30-59 Days (Number),group,monthly,2016-12,7434.0
30-59 Days (Number),group,monthly,2017-01,9311.0
30-59 Days (Number),group,monthly,2017-02,9182.0
30-59 Days (Number),group,monthly,2017-03,8199.0
30-59 Days (Number),group,monthly,2017-04,8560.0
30-59 Days (Number),group,monthly,2017-05,10293.0
30-59 Days (Number),group,monthly,2017-06,11830.0
30-59 Days (Number),group,monthly,2017-07,8602.0
30-59 Days (Number),group,monthly,2017-08,10517.0
30-59 Days (Number),group,monthly,2017-09,8029.0
30-59 Days (Number),group,monthly,2017-10,6938.0
30-59 Days (Number),group,monthly,2017-11,7794.0
30-59 Days (Number),group,monthly,2017-12,7591.0
30-59 Days (Number),group,monthly,2018-01,8996.0
30-59 Days (Number),group,monthly,2018-02,8359.0
30-59 Days (Number),group,monthly,2018-03,8935.0
30-59 Days (Number),group,monthly,2018-04,8387.0
30-59 Days (Number),group,monthly,2018-05,10733.0
30-59 Days (Number),group,monthly,2018-06,12483.0
30-59 Days (Number),group,monthly,2018-07,8249.0
30-59 Days (Number),group,monthly,2018-08,10739.0
30-59 Days (Number),group,monthly,2018-09,8256.0
30-59 Days (Number),group,monthly,2018-10,7124.0
30-59 Days (Number),group,monthly,2018-11,7515.0
30-59 Days (Number),group,monthly,2018-12,7023.0
30-59 Days (Number),group,monthly,2019-01,9435.0
30-59 Days (Number),group,monthly,2019-02,9343.0
30-59 Days (Number),group,monthly,2019-03,8710.0
30-59 Days (Number),group,monthly,2019-04,8229.0
30-59 Days (Number),group,monthly,2019-05,11710.0
30-59 Days (Number),group,monthly,2019-06,13541.0
30-59 Days (Number),group,monthly,2019-07,8361.0
30-59 Days (Number),group,monthly,2019-08,11018.0
30-59 Days (Number),group,monthly,2019-09,7988.0
30-59 Days (Number),group,monthly,2019-10,7948.0
30-59 Days (Number),group,monthly,2019-11,7736.0
30-59 Days (Number),group,monthly,2019-12,7313.0
30-59 Days (Number),group,monthly,2020-01,9349.0
30-59 Days (Number),group,monthly,2020-02,9431.0
30-59 Days (Number),group,monthly,2020-03,7956.0
30-59 Days (Number),group,monthly,2020-04,1925.0
30-59 Days (Number),group,monthly,2020-05,1052.0
30-59 Days (Number),group,monthly,2020-06,23.0
30-59 Days (Number),group,monthly,2020-07,26.0
30-59 Days (Number),group,monthly,2020-08,61.0
30-59 Days (Number),group,monthly,2020-09,112.0
30-59 Days (Number),group,monthly,2020-10,193.0
30-59 Days (Number),group,monthly,2020-11,300.0
30-59 Days (Number),group,monthly,2020-12,542.0
30-59 Days (Number),group,monthly,2021-01,744.0
30-59 Days (Number),group,monthly,2021-02,612.0
30-59 Days (Number),group,monthly,2021-03,756.0
30-59 Days (Number),group,monthly,2021-04,679.0
30-59 Days (Number),group,monthly,2021-05,916.0
30-59 Days (Number),group,monthly,2021-06,789.0
30-59 Days (Number),group,monthly,2021-07,414.0
30-59 Days (Number),group,monthly,2021-08,497.0
30-59 Days (Number),group,monthly,2021-09,412.0
30-59 Days (Number),group,monthly,2021-10,583.0
30-59 Days (Number),group,monthly,2021-11,840.0
30-59 Days (Number),group,monthly,2021-12,1173.0
30-59 Days (Number),group,monthly,2022-01,3766.0
30-59 Days (Number),group,monthly,2022-02,3395.0
30-59 Days (Number),group,monthly,2022-03,3500.0
30-59 Days (Number),group,monthly,2022-04,4861.0
30-59 Days (Number),group,monthly,2022-05,6762.0
30-59 Days (Number),group,monthly,2022-06,9802.0
30-59 Days (Number),group,monthly,2022-07,9747.0
30-59 Days (Number),group,monthly,2022-08,11112.0
30-59 Days (Number),group,monthly,2022-09,8175.0
30-59 Days (Number),group,monthly,2022-10,7415.0
30-59 Days (Number),group,monthly,2022-11,7646.0
30-59 Days (Number),group,monthly,2022-12,7458.0
30-59 Days (Number),group,monthly,2023-01,9911.0
30-59 Days (Number),group,monthly,2023-02,8663.0
30-59 Days (Number),group,monthly,2023-03,8579.0
30-59 Days (Number),group,monthly,2023-04,8557.0
30-59 Days (Number),group,monthly,2023-05,9937.0
30-59 Days (Number),group,monthly,2023-06,11349.0
30-59 Days (Number),group,monthly,2023-07,8826.0
30-59 Days (Number),group,monthly,2023-08,12256.0
30-59 Days (Number),group,monthly,2023-09,7601.0
30-59 Days (Number),group,monthly,2023-10,7300.0
30-59 Days (Number),group,monthly,2023-11,6749.0
30-59 Days (Number),group,monthly,2023-12,7191.0
30-59 Days (Number),group,monthly,2024-01,8329.0
30-59 Days (Number),group,monthly,2024-02,8841.0
30-59 Days (Number),group,monthly,2024-03,8283.0
30-59 Days (Number),group,monthly,2024-04,7966.0
30-59 Days (Number),group,monthly,2024-05,10047.0
30-59 Days (Number),group,monthly,2024-06,10468.0
30-59 Days (Number),group,monthly,2024-07,8187.0
30-59 Days (Number),group,monthly,2024-08,9772.0
30-59 Days (Number),group,monthly,2024-09,7580.0
30-59 Days (Number),group,monthly,2024-10,6777.0
30-59 Days (Number),group,monthly,2024-11,7465.0
30-59 Days (Number),group,monthly,2024-12,7218.0
30-59 Days (Number),group,monthly,2025-01,8669.0
30-59 Days (Number),group,monthly,2025-02,8165.0
30-59 Days (Number),group,monthly,2025-03,7947.0
30-59 Days (Number),group,monthly,2025-04,8398.0
30-59 Days (Number),group,monthly,2025-05,8171.0
30-59 Days (Number),group,monthly,2025-06,10669.0
30-59 Days (Number),group,monthly,2025-07,7262.0
30-59 Days (Number),group,monthly,2025-08,9148.0
30-59 Days (Number),group,monthly,2025-09,7292.0
30-59 Days (Number),group,monthly,2025-10,6923.0
30-59 Days (Number),group,monthly,2025-11,7465.0
30-59 Days (Number),group,monthly,2025-12,7284.0
30-59 Days (Number),group,monthly,2026-01,8683.0
30-59 Days (Number),group,monthly,2026-02,8934.0
30-59 Days (Number),group,monthly,2026-03,8580.0
30-59 Days (Number),group,monthly,2026-04,7922.0
30-59 Days (Number),group,monthly,2026-05,9648.0
30-59 Days (Number),group,monthly,2026-06,9223.0
4 Days (Number),group,monthly,2008-01,57705.0
4 Days (Number),group,monthly,2008-02,45863.0
4 Days (Number),group,monthly,2008-03,57506.0
4 Days (Number),group,monthly,2008-04,48830.0
4 Days (Number),group,monthly,2008-05,51886.0
4 Days (Number),group,monthly,2008-06,52246.0
4 Days (Number),group,monthly,2008-07,61652.0
4 Days (Number),group,monthly,2008-08,54523.0
4 Days (Number),group,monthly,2008-09,47998.0
4 Days (Number),group,monthly,2008-10,55513.0
4 Days (Number),group,monthly,2008-11,45144.0
4 Days (Number),group,monthly,2008-12,56774.0
4 Days (Number),group,monthly,2009-01,53571.0
4 Days (Number),group,monthly,2009-02,40174.0
4 Days (Number),group,monthly,2009-03,47791.0
4 Days (Number),group,monthly,2009-04,48259.0
4 Days (Number),group,monthly,2009-05,47859.0
4 Days (Number),group,monthly,2009-06,52481.0
4 Days (Number),group,monthly,2009-07,62183.0
4 Days (Number),group,monthly,2009-08,59525.0
4 Days (Number),group,monthly,2009-09,56775.0
4 Days (Number),group,monthly,2009-10,56188.0
4 Days (Number),group,monthly,2009-11,53573.0
4 Days (Number),group,monthly,2009-12,64668.0
4 Days (Number),group,monthly,2010-01,63899.0
4 Days (Number),group,monthly,2010-02,52000.0
4 Days (Number),group,monthly,2010-03,61315.0
4 Days (Number),group,monthly,2010-04,67927.0
4 Days (Number),group,monthly,2010-05,76146.0
4 Days (Number),group,monthly,2010-06,77055.0
4 Days (Number),group,monthly,2010-07,92643.0
4 Days (Number),group,monthly,2010-08,79770.0
4 Days (Number),group,monthly,2010-09,75068.0
4 Days (Number),group,monthly,2010-10,71920.0
4 Days (Number),group,monthly,2010-11,70941.0
4 Days (Number),group,monthly,2010-12,85791.0
4 Days (Number),group,monthly,2011-01,92415.0
4 Days (Number),group,monthly,2011-02,74373.0
4 Days (Number),group,monthly,2011-03,74476.0
4 Days (Number),group,monthly,2011-04,88761.0
4 Days (Number),group,monthly,2011-05,84851.0
4 Days (Number),group,monthly,2011-06,86418.0
4 Days (Number),group,monthly,2011-07,114612.0
4 Days (Number),group,monthly,2011-08,95013.0
4 Days (Number),group,monthly,2011-09,85667.0
4 Days (Number),group,monthly,2011-10,81089.0
4 Days (Number),group,monthly,2011-11,76097.0
4 Days (Number),group,monthly,2011-12,91246.0
4 Days (Number),group,monthly,2012-01,108278.0
4 Days (Number),group,monthly,2012-02,78280.0
4 Days (Number),group,monthly,2012-03,81025.0
4 Days (Number),group,monthly,2012-04,93481.0
4 Days (Number),group,monthly,2012-05,90555.0
4 Days (Number),group,monthly,2012-06,86808.0
4 Days (Number),group,monthly,2012-07,111324.0
4 Days (Number),group,monthly,2012-08,111921.0
4 Days (Number),group,monthly,2012-09,74693.0
4 Days (Number),group,monthly,2012-10,87069.0
4 Days (Number),group,monthly,2012-11,77843.0
4 Days (Number),group,monthly,2012-12,93170.0
4 Days (Number),group,monthly,2013-01,104628.0
4 Days (Number),group,monthly,2013-02,87450.0
4 Days (Number),group,monthly,2013-03,88825.0
4 Days (Number),group,monthly,2013-04,88482.0
4 Days (Number),group,monthly,2013-05,89639.0
4 Days (Number),group,monthly,2013-06,97136.0
4 Days (Number),group,monthly,2013-07,113878.0
4 Days (Number),group,monthly,2013-08,128025.0
4 Days (Number),group,monthly,2013-09,84957.0
4 Days (Number),group,monthly,2013-10,98760.0
4 Days (Number),group,monthly,2013-11,85631.0
4 Days (Number),group,monthly,2013-12,102998.0
4 Days (Number),group,monthly,2014-01,117618.0
4 Days (Number),group,monthly,2014-02,100009.0
4 Days (Number),group,monthly,2014-03,93341.0
4 Days (Number),group,monthly,2014-04,102189.0
4 Days (Number),group,monthly,2014-05,109620.0
4 Days (Number),group,monthly,2014-06,103750.0
4 Days (Number),group,monthly,2014-07,132282.0
4 Days (Number),group,monthly,2014-08,139739.0
4 Days (Number),group,monthly,2014-09,88178.0
4 Days (Number),group,monthly,2014-10,106092.0
4 Days (Number),group,monthly,2014-11,86211.0
4 Days (Number),group,monthly,2014-12,107457.0
4 Days (Number),group,monthly,2015-01,113632.0
4 Days (Number),group,monthly,2015-02,112541.0
4 Days (Number),group,monthly,2015-03,97027.0
4 Days (Number),group,monthly,2015-04,102530.0
4 Days (Number),group,monthly,2015-05,110103.0
4 Days (Number),group,monthly,2015-06,105981.0
4 Days (Number),group,monthly,2015-07,150215.0
4 Days (Number),group,monthly,2015-08,155651.0
4 Days (Number),group,monthly,2015-09,104768.0
4 Days (Number),group,monthly,2015-10,110984.0
4 Days (Number),group,monthly,2015-11,94659.0
4 Days (Number),group,monthly,2015-12,112096.0
4 Days (Number),group,monthly,2016-01,133371.0
4 Days (Number),group,monthly,2016-02,130133.0
4 Days (Number),group,monthly,2016-03,110781.0
4 Days (Number),group,monthly,2016-04,114007.0
4 Days (Number),group,monthly,2016-05,122081.0
4 Days (Number),group,monthly,2016-06,111943.0
4 Days (Number),group,monthly,2016-07,165875.0
4 Days (Number),group,monthly,2016-08,159072.0
4 Days (Number),group,monthly,2016-09,101170.0
4 Days (Number),group,monthly,2016-10,107160.0
4 Days (Number),group,monthly,2016-11,94333.0
4 Days (Number),group,monthly,2016-12,120344.0
4 Days (Number),group,monthly,2017-01,148189.0
4 Days (Number),group,monthly,2017-02,125705.0
4 Days (Number),group,monthly,2017-03,113123.0
4 Days (Number),group,monthly,2017-04,130418.0
4 Days (Number),group,monthly,2017-05,131749.0
4 Days (Number),group,monthly,2017-06,128823.0
4 Days (Number),group,monthly,2017-07,170649.0
4 Days (Number),group,monthly,2017-08,170133.0
4 Days (Number),group,monthly,2017-09,116142.0
4 Days (Number),group,monthly,2017-10,137110.0
4 Days (Number),group,monthly,2017-11,111281.0
4 Days (Number),group,monthly,2017-12,134025.0
4 Days (Number),group,monthly,2018-01,150401.0
4 Days (Number),group,monthly,2018-02,152159.0
4 Days (Number),group,monthly,2018-03,131799.0
4 Days (Number),group,monthly,2018-04,140238.0
4 Days (Number),group,monthly,2018-05,143202.0
4 Days (Number),group,monthly,2018-06,146335.0
4 Days (Number),group,monthly,2018-07,183291.0
4 Days (Number),group,monthly,2018-08,191494.0
4 Days (Number),group,monthly,2018-09,129303.0
4 Days (Number),group,monthly,2018-10,139462.0
4 Days (Number),group,monthly,2018-11,122285.0
4 Days (Number),group,monthly,2018-12,126914.0
4 Days (Number),group,monthly,2019-01,166355.0
4 Days (Number),group,monthly,2019-02,155296.0
4 Days (Number),group,monthly,2019-03,133196.0
4 Days (Number),group,monthly,2019-04,140443.0
4 Days (Number),group,monthly,2019-05,150419.0
4 Days (Number),group,monthly,2019-06,153428.0
4 Days (Number),group,monthly,2019-07,190767.0
4 Days (Number),group,monthly,2019-08,202768.0
4 Days (Number),group,monthly,2019-09,139986.0
4 Days (Number),group,monthly,2019-10,150515.0
4 Days (Number),group,monthly,2019-11,130008.0
4 Days (Number),group,monthly,2019-12,152843.0
4 Days (Number),group,monthly,2020-01,188712.0
4 Days (Number),group,monthly,2020-02,61548.0
4 Days (Number),group,monthly,2020-03,17895.0
4 Days (Number),group,monthly,2020-04,0.0
4 Days (Number),group,monthly,2020-05,2.0
4 Days (Number),group,monthly,2020-06,1.0
4 Days (Number),group,monthly,2020-07,2.0
4 Days (Number),group,monthly,2020-08,18.0
4 Days (Number),group,monthly,2020-09,7.0
4 Days (Number),group,monthly,2020-10,36.0
4 Days (Number),group,monthly,2020-11,112.0
4 Days (Number),group,monthly,2020-12,265.0
4 Days (Number),group,monthly,2021-01,140.0
4 Days (Number),group,monthly,2021-02,49.0
4 Days (Number),group,monthly,2021-03,71.0
4 Days (Number),group,monthly,2021-04,68.0
4 Days (Number),group,monthly,2021-05,69.0
4 Days (Number),group,monthly,2021-06,21.0
4 Days (Number),group,monthly,2021-07,59.0
4 Days (Number),group,monthly,2021-08,118.0
4 Days (Number),group,monthly,2021-09,101.0
4 Days (Number),group,monthly,2021-10,277.0
4 Days (Number),group,monthly,2021-11,812.0
4 Days (Number),group,monthly,2021-12,1956.0
4 Days (Number),group,monthly,2022-01,1239.0
4 Days (Number),group,monthly,2022-02,2719.0
4 Days (Number),group,monthly,2022-03,7046.0
4 Days (Number),group,monthly,2022-04,24205.0
4 Days (Number),group,monthly,2022-05,45982.0
4 Days (Number),group,monthly,2022-06,56237.0
4 Days (Number),group,monthly,2022-07,75171.0
4 Days (Number),group,monthly,2022-08,74885.0
4 Days (Number),group,monthly,2022-09,76711.0
4 Days (Number),group,monthly,2022-10,98830.0
4 Days (Number),group,monthly,2022-11,86753.0
4 Days (Number),group,monthly,2022-12,92181.0
4 Days (Number),group,monthly,2023-01,98688.0
4 Days (Number),group,monthly,2023-02,91491.0
4 Days (Number),group,monthly,2023-03,99794.0
4 Days (Number),group,monthly,2023-04,113757.0
4 Days (Number),group,monthly,2023-05,127382.0
4 Days (Number),group,monthly,2023-06,118033.0
4 Days (Number),group,monthly,2023-07,160111.0
4 Days (Number),group,monthly,2023-08,162079.0
4 Days (Number),group,monthly,2023-09,114319.0
4 Days (Number),group,monthly,2023-10,126509.0
4 Days (Number),group,monthly,2023-11,105229.0
4 Days (Number),group,monthly,2023-12,117981.0
4 Days (Number),group,monthly,2024-01,141495.0
4 Days (Number),group,monthly,2024-02,153777.0
4 Days (Number),group,monthly,2024-03,146244.0
4 Days (Number),group,monthly,2024-04,131072.0
4 Days (Number),group,monthly,2024-05,137282.0
4 Days (Number),group,monthly,2024-06,127060.0
4 Days (Number),group,monthly,2024-07,178802.0
4 Days (Number),group,monthly,2024-08,191093.0
4 Days (Number),group,monthly,2024-09,134827.0
4 Days (Number),group,monthly,2024-10,136522.0
4 Days (Number),group,monthly,2024-11,113379.0
4 Days (Number),group,monthly,2024-12,129479.0
4 Days (Number),group,monthly,2025-01,165958.0
4 Days (Number),group,monthly,2025-02,142971.0
4 Days (Number),group,monthly,2025-03,116634.0
4 Days (Number),group,monthly,2025-04,136690.0
4 Days (Number),group,monthly,2025-05,143616.0
4 Days (Number),group,monthly,2025-06,127408.0
4 Days (Number),group,monthly,2025-07,176360.0
4 Days (Number),group,monthly,2025-08,193807.0
4 Days (Number),group,monthly,2025-09,118198.0
4 Days (Number),group,monthly,2025-10,144080.0
4 Days (Number),group,monthly,2025-11,117396.0
4 Days (Number),group,monthly,2025-12,127509.0
4 Days (Number),group,monthly,2026-01,142099.0
4 Days (Number),group,monthly,2026-02,164203.0
4 Days (Number),group,monthly,2026-03,129353.0
4 Days (Number),group,monthly,2026-04,120567.0
4 Days (Number),group,monthly,2026-05,120381.0
4 Days (Number),group,monthly,2026-06,119711.0
5 Days (Number),group,monthly,2008-01,32409.0
5 Days (Number),group,monthly,2008-02,25837.0
5 Days (Number),group,monthly,2008-03,31123.0
5 Days (Number),group,monthly,2008-04,28563.0
5 Days (Number),group,monthly,2008-05,28722.0
5 Days (Number),group,monthly,2008-06,30262.0
5 Days (Number),group,monthly,2008-07,35339.0
5 Days (Number),group,monthly,2008-08,30512.0
5 Days (Number),group,monthly,2008-09,27060.0
5 Days (Number),group,monthly,2008-10,33871.0
5 Days (Number),group,monthly,2008-11,26435.0
5 Days (Number),group,monthly,2008-12,31827.0
5 Days (Number),group,monthly,2009-01,31044.0
5 Days (Number),group,monthly,2009-02,22738.0
5 Days (Number),group,monthly,2009-03,25702.0
5 Days (Number),group,monthly,2009-04,26689.0
5 Days (Number),group,monthly,2009-05,25404.0
5 Days (Number),group,monthly,2009-06,30476.0
5 Days (Number),group,monthly,2009-07,34342.0
5 Days (Number),group,monthly,2009-08,31595.0
5 Days (Number),group,monthly,2009-09,32285.0
5 Days (Number),group,monthly,2009-10,30151.0
5 Days (Number),group,monthly,2009-11,28765.0
5 Days (Number),group,monthly,2009-12,35218.0
5 Days (Number),group,monthly,2010-01,35913.0
5 Days (Number),group,monthly,2010-02,28701.0
5 Days (Number),group,monthly,2010-03,33072.0
5 Days (Number),group,monthly,2010-04,36922.0
5 Days (Number),group,monthly,2010-05,39995.0
5 Days (Number),group,monthly,2010-06,42987.0
5 Days (Number),group,monthly,2010-07,49367.0
5 Days (Number),group,monthly,2010-08,40561.0
5 Days (Number),group,monthly,2010-09,40781.0
5 Days (Number),group,monthly,2010-10,37805.0
5 Days (Number),group,monthly,2010-11,37270.0
5 Days (Number),group,monthly,2010-12,46428.0
5 Days (Number),group,monthly,2011-01,49368.0
5 Days (Number),group,monthly,2011-02,36520.0
5 Days (Number),group,monthly,2011-03,38658.0
5 Days (Number),group,monthly,2011-04,45227.0
5 Days (Number),group,monthly,2011-05,42869.0
5 Days (Number),group,monthly,2011-06,45552.0
5 Days (Number),group,monthly,2011-07,56968.0
5 Days (Number),group,monthly,2011-08,46268.0
5 Days (Number),group,monthly,2011-09,44469.0
5 Days (Number),group,monthly,2011-10,41632.0
5 Days (Number),group,monthly,2011-11,39872.0
5 Days (Number),group,monthly,2011-12,47593.0
5 Days (Number),group,monthly,2012-01,57230.0
5 Days (Number),group,monthly,2012-02,38186.0
5 Days (Number),group,monthly,2012-03,42235.0
5 Days (Number),group,monthly,2012-04,46375.0
5 Days (Number),group,monthly,2012-05,44927.0
5 Days (Number),group,monthly,2012-06,46032.0
5 Days (Number),group,monthly,2012-07,56850.0
5 Days (Number),group,monthly,2012-08,56408.0
5 Days (Number),group,monthly,2012-09,38990.0
5 Days (Number),group,monthly,2012-10,43429.0
5 Days (Number),group,monthly,2012-11,41352.0
5 Days (Number),group,monthly,2012-12,47962.0
5 Days (Number),group,monthly,2013-01,53527.0
5 Days (Number),group,monthly,2013-02,43918.0
5 Days (Number),group,monthly,2013-03,44270.0
5 Days (Number),group,monthly,2013-04,44426.0
5 Days (Number),group,monthly,2013-05,44792.0
5 Days (Number),group,monthly,2013-06,49630.0
5 Days (Number),group,monthly,2013-07,57535.0
5 Days (Number),group,monthly,2013-08,65582.0
5 Days (Number),group,monthly,2013-09,42648.0
5 Days (Number),group,monthly,2013-10,50180.0
5 Days (Number),group,monthly,2013-11,43388.0
5 Days (Number),group,monthly,2013-12,53095.0
5 Days (Number),group,monthly,2014-01,61153.0
5 Days (Number),group,monthly,2014-02,52030.0
5 Days (Number),group,monthly,2014-03,47215.0
5 Days (Number),group,monthly,2014-04,52566.0
5 Days (Number),group,monthly,2014-05,53897.0
5 Days (Number),group,monthly,2014-06,54567.0
5 Days (Number),group,monthly,2014-07,67726.0
5 Days (Number),group,monthly,2014-08,70769.0
5 Days (Number),group,monthly,2014-09,45443.0
5 Days (Number),group,monthly,2014-10,54153.0
5 Days (Number),group,monthly,2014-11,45046.0
5 Days (Number),group,monthly,2014-12,54947.0
5 Days (Number),group,monthly,2015-01,59431.0
5 Days (Number),group,monthly,2015-02,57710.0
5 Days (Number),group,monthly,2015-03,48351.0
5 Days (Number),group,monthly,2015-04,53002.0
5 Days (Number),group,monthly,2015-05,55508.0
5 Days (Number),group,monthly,2015-06,55396.0
5 Days (Number),group,monthly,2015-07,81670.0
5 Days (Number),group,monthly,2015-08,78282.0
5 Days (Number),group,monthly,2015-09,50928.0
5 Days (Number),group,monthly,2015-10,60819.0
5 Days (Number),group,monthly,2015-11,48252.0
